일자,도로명,위치,지점,시간,mean
2022-02-12,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.6182
2022-02-12,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,1.7129
2022-02-12,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.4186
2022-02-12,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,2.9422
2022-02-13,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,4.4446
2022-02-13,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.1081
2022-02-13,산학리길,장군면 산학리,- ~ 송악교,점유율,2.0666
2022-02-13,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,2.8875
2022-02-13,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,1.9345
2022-02-13,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.5061
2022-02-13,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.278
2022-02-13,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.1933
2022-02-13,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,2.1706
2022-02-13,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.6627
2022-02-13,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,2.1539
2022-02-13,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,3.1173
2022-02-13,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.6749
2022-02-13,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,2.7756
2022-02-13,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,3.3957
2022-02-13,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,1.9731
2022-02-13,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.5222
2022-02-13,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.759
2022-02-13,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,2.9101
2022-02-13,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,3.3188
2022-02-13,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.0546
2022-02-13,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,6.1923
2022-02-13,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.8264
2022-02-14,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,2.6041
2022-02-14,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.031
2022-02-14,산학리길,장군면 산학리,- ~ 송악교,점유율,1.8568
2022-02-14,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,4.9352
2022-02-14,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.2078
2022-02-14,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.0163
2022-02-14,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.3823
2022-02-14,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,4.1228
2022-02-14,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,2.7374
2022-02-14,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.1298
2022-02-14,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,4.4648
2022-02-14,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.8136
2022-02-14,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,6.1899
2022-02-14,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.0073
2022-02-14,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,3.5806
2022-02-14,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,3.3344
2022-02-14,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,2.8354
2022-02-14,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.1027
2022-02-14,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.6004
2022-02-14,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,6.9652
2022-02-14,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,3.1428
2022-02-14,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.273
2022-02-14,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.4014
2022-02-15,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,2.1748
2022-02-15,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,3.629
2022-02-15,산학리길,장군면 산학리,- ~ 송악교,점유율,2.9217
2022-02-15,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.3504
2022-02-15,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.595
2022-02-15,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,4.126
2022-02-15,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.4428
2022-02-15,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,3.7922
2022-02-15,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.0287
2022-02-15,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,4.33
2022-02-15,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,4.642
2022-02-15,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,2.2811
2022-02-15,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,5.6899
2022-02-15,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.9584
2022-02-15,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,1.6162
2022-02-15,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.1559
2022-02-15,지방도96호선,장군면 금암리,송암교 ~ -,점유율,4.7022
2022-02-15,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,5.528
2022-02-15,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.5957
2022-02-15,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.7408
2022-02-15,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,3.8066
2022-02-15,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.3749
2022-02-15,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,4.1886
2022-02-15,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.2498
2022-02-16,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,2.7322
2022-02-16,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.2607
2022-02-16,산학리길,장군면 산학리,- ~ 송악교,점유율,4.3236
2022-02-16,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,3.9666
2022-02-16,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,4.1195
2022-02-16,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.4589
2022-02-16,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.4259
2022-02-16,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,4.1035
2022-02-16,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.208
2022-02-16,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,5.627
2022-02-16,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,4.7429
2022-02-16,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.4915
2022-02-16,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.4206
2022-02-16,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,6.032
2022-02-16,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,6.4618
2022-02-16,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,3.1758
2022-02-16,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.5674
2022-02-16,지방도96호선,장군면 금암리,송암교 ~ -,점유율,1.792
2022-02-16,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.0862
2022-02-16,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,3.0184
2022-02-16,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,5.2466
2022-02-16,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.6706
2022-02-16,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.5516
2022-02-16,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,4.7527
2022-02-16,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.3181
2022-02-17,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,4.218
2022-02-17,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,3.8118
2022-02-17,산학리길,장군면 산학리,- ~ 송악교,점유율,1.9764
2022-02-17,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,11.2302
2022-02-17,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.8897
2022-02-17,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.8765
2022-02-17,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,3.7949
2022-02-17,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,1.6988
2022-02-17,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.1113
2022-02-17,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,4.3035
2022-02-17,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,6.071
2022-02-17,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,2.7272
2022-02-17,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.6047
2022-02-17,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,1.8965
2022-02-17,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,3.5922
2022-02-17,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,4.771
2022-02-17,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.9917
2022-02-17,지방도96호선,장군면 금암리,송암교 ~ -,점유율,2.8373
2022-02-17,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.2419
2022-02-17,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,4.2728
2022-02-17,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.2284
2022-02-17,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,6.2176
2022-02-17,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,3.742
2022-02-17,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.9105
2022-02-17,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,6.4418
2022-02-18,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,2.6216
2022-02-18,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,3.8042
2022-02-18,산학리길,장군면 산학리,- ~ 송악교,점유율,3.5726
2022-02-18,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,3.5666
2022-02-18,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.3724
2022-02-18,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.2296
2022-02-18,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,6.5193
2022-02-18,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.4348
2022-02-18,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.2505
2022-02-18,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,4.1066
2022-02-18,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,2.7483
2022-02-18,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,2.8872
2022-02-18,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.7044
2022-02-18,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.5266
2022-02-18,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,3.7077
2022-02-18,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,5.0329
2022-02-18,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,1.8516
2022-02-18,지방도96호선,장군면 금암리,송암교 ~ -,점유율,4.106
2022-02-18,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,4.5356
2022-02-18,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.0062
2022-02-18,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,6.2621
2022-02-18,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.2348
2022-02-18,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,3.7304
2022-02-18,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,4.0713
2022-02-18,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.0539
2022-02-19,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,1.9654
2022-02-19,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,1.8762
2022-02-19,산학리길,장군면 산학리,- ~ 송악교,점유율,5.1385
2022-02-19,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,4.1106
2022-02-19,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.4399
2022-02-19,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,1.789
2022-02-19,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,1.8118
2022-02-19,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.6008
2022-02-19,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.2749
2022-02-19,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,4.3993
2022-02-19,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,2.6236
2022-02-19,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,3.5824
2022-02-19,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.5186
2022-02-19,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,3.3929
2022-02-19,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.0058
2022-02-19,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,1.7146
2022-02-19,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,3.2901
2022-02-19,지방도96호선,장군면 금암리,송암교 ~ -,점유율,2.1714
2022-02-19,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.9118
2022-02-19,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.8545
2022-02-19,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,3.7738
2022-02-19,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,3.7157
2022-02-19,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.2401
2022-02-19,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,4.9563
2022-02-19,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.7742
2022-02-20,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,2.4337
2022-02-20,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,1.767
2022-02-20,산학리길,장군면 산학리,- ~ 송악교,점유율,2.2446
2022-02-20,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,4.7562
2022-02-20,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.8854
2022-02-20,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.9524
2022-02-20,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.2016
2022-02-20,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,4.1489
2022-02-20,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,2.2293
2022-02-20,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,5.5322
2022-02-20,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,3.526
2022-02-20,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.7618
2022-02-20,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,5.0896
2022-02-20,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.2144
2022-02-20,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.2475
2022-02-20,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,3.1383
2022-02-20,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,1.5515
2022-02-20,지방도96호선,장군면 금암리,송암교 ~ -,점유율,1.8561
2022-02-20,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,2.6834
2022-02-20,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,4.5657
2022-02-20,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.1232
2022-02-20,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,3.6768
2022-02-20,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,1.9977
2022-02-20,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.5127
2022-02-20,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,5.3058
2022-02-21,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,3.078
2022-02-21,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.8464
2022-02-21,산학리길,장군면 산학리,- ~ 송악교,점유율,2.1248
2022-02-21,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.0026
2022-02-21,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.319
2022-02-21,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.9456
2022-02-21,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,3.6098
2022-02-21,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.1894
2022-02-21,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.4855
2022-02-21,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,4.6902
2022-02-21,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,4.3767
2022-02-21,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,3.2768
2022-02-21,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,3.573
2022-02-21,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.1632
2022-02-21,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,3.5074
2022-02-21,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,4.839
2022-02-21,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.8676
2022-02-21,지방도96호선,장군면 금암리,송암교 ~ -,점유율,2.5014
2022-02-21,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.1538
2022-02-21,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,1.9478
2022-02-21,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,5.5165
2022-02-21,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.8508
2022-02-21,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,3.0032
2022-02-21,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.9432
2022-02-21,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,5.2544
2022-02-22,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,1.9758
2022-02-22,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,4.4109
2022-02-22,산학리길,장군면 산학리,- ~ 송악교,점유율,3.3267
2022-02-22,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,3.8578
2022-02-22,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,4.0923
2022-02-22,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.7633
2022-02-22,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,3.6522
2022-02-22,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,3.6566
2022-02-22,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,2.4531
2022-02-22,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,4.3937
2022-02-22,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,2.6541
2022-02-22,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,6.061
2022-02-22,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.6678
2022-02-22,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.517
2022-02-22,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,3.4726
2022-02-22,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,3.487
2022-02-22,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,3.4837
2022-02-22,지방도96호선,장군면 금암리,송암교 ~ -,점유율,2.6898
2022-02-22,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.8153
2022-02-22,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.13
2022-02-22,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,6.6062
2022-02-22,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.1679
2022-02-22,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,4.0155
2022-02-22,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,4.0456
2022-02-22,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.5296
2022-02-23,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,3.7942
2022-02-23,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.7834
2022-02-23,산학리길,장군면 산학리,- ~ 송악교,점유율,3.2905
2022-02-23,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,5.1988
2022-02-23,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.0402
2022-02-23,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.489
2022-02-23,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.401
2022-02-23,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,5.3372
2022-02-23,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.4938
2022-02-23,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,4.8383
2022-02-23,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,2.704
2022-02-23,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.8728
2022-02-23,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,5.0314
2022-02-23,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.9668
2022-02-23,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.2892
2022-02-23,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.3391
2022-02-23,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,4.0434
2022-02-23,지방도96호선,장군면 금암리,송암교 ~ -,점유율,1.9545
2022-02-23,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,5.2768
2022-02-23,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,3.2239
2022-02-23,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.4609
2022-02-23,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.9546
2022-02-23,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.8709
2022-02-23,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,4.2891
2022-02-23,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,5.0088
2022-02-24,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,1.7174
2022-02-24,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.9398
2022-02-24,산학리길,장군면 산학리,- ~ 송악교,점유율,2.038
2022-02-24,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,7.543
2022-02-24,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.7205
2022-02-24,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.8085
2022-02-24,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.1414
2022-02-24,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,1.9392
2022-02-24,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.671
2022-02-24,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,5.199
2022-02-24,절재로,연기면 세종리(정부청사),절재로교차로 ~ 원수산로교차로3,점유율,3.5226
