일자,도로명,위치,지점,시간,mean
2021-10-03,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.2151
2021-10-04,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.9794
2021-10-04,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.7299
2021-10-04,산학리길,장군면 산학리,- ~ 송악교,점유율,3.7878
2021-10-04,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,3.5258
2021-10-04,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,5.0526
2021-10-04,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,4.0618
2021-10-04,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.261
2021-10-04,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,4.1525
2021-10-04,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,2.8729
2021-10-04,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,3.0636
2021-10-04,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,5.5444
2021-10-04,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,1.5236
2021-10-04,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.839
2021-10-04,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.168
2021-10-04,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,4.543
2021-10-04,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,5.8066
2021-10-04,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.491
2021-10-04,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.5442
2021-10-04,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.2886
2021-10-05,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.5534
2021-10-05,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,4.3574
2021-10-05,산학리길,장군면 산학리,- ~ 송악교,점유율,3.2622
2021-10-05,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,4.9358
2021-10-05,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,3.7096
2021-10-05,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,4.634
2021-10-05,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.2798
2021-10-05,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,6.3689
2021-10-05,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.3004
2021-10-05,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.784
2021-10-05,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,6.4363
2021-10-05,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.4226
2021-10-05,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,3.3898
2021-10-05,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,4.8863
2021-10-05,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,1.8188
2021-10-05,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,5.1182
2021-10-05,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.2169
2021-10-05,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.8115
2021-10-05,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,5.982
2021-10-05,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,5.4308
2021-10-06,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,3.1425
2021-10-06,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.8517
2021-10-06,산학리길,장군면 산학리,- ~ 송악교,점유율,1.9076
2021-10-06,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,5.1471
2021-10-06,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.5015
2021-10-06,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.6098
2021-10-06,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.0652
2021-10-06,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.5742
2021-10-06,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,5.3002
2021-10-06,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.7056
2021-10-06,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.1022
2021-10-06,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,3.8797
2021-10-06,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,3.1706
2021-10-06,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.3027
2021-10-06,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,4.0169
2021-10-06,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.9161
2021-10-06,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.7186
2021-10-06,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,3.7756
2021-10-06,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.3498
2021-10-06,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.702
2021-10-07,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,3.0508
2021-10-07,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.4852
2021-10-07,산학리길,장군면 산학리,- ~ 송악교,점유율,4.9038
2021-10-07,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.199
2021-10-07,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.0967
2021-10-07,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.2021
2021-10-07,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.2144
2021-10-07,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.1092
2021-10-07,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.086
2021-10-07,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,2.7678
2021-10-07,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,5.0003
2021-10-07,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.3444
2021-10-07,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,4.3256
2021-10-07,지방도96호선,장군면 금암리,송암교 ~ -,점유율,6.3924
2021-10-07,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.2015
2021-10-07,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,4.855
2021-10-07,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,5.9799
2021-10-07,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.486
2021-10-07,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,5.4723
2021-10-07,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.021
2021-10-07,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.9811
2021-10-08,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,3.9306
2021-10-08,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,1.9066
2021-10-08,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.5648
2021-10-08,산학리길,장군면 산학리,- ~ 송악교,점유율,2.5662
2021-10-08,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,4.2367
2021-10-08,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,7.3834
2021-10-08,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,5.2316
2021-10-08,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.8461
2021-10-08,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,6.072
2021-10-08,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,1.8478
2021-10-08,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,2.8823
2021-10-08,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,5.8675
2021-10-08,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,2.8905
2021-10-08,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,5.0552
2021-10-08,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.2161
2021-10-08,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,9.1914
2021-10-08,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.0461
2021-10-08,지방도96호선,장군면 금암리,송암교 ~ -,점유율,1.5885
2021-10-08,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,5.6042
2021-10-08,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,3.0874
2021-10-08,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.7746
2021-10-08,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,6.5301
2021-10-08,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.4985
2021-10-08,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.7452
2021-10-08,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,5.4064
2021-10-09,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,1.6878
2021-10-09,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.1786
2021-10-09,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.8182
2021-10-09,산학리길,장군면 산학리,- ~ 송악교,점유율,2.0729
2021-10-09,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.3372
2021-10-09,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,5.7285
2021-10-09,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.5894
2021-10-09,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.5222
2021-10-09,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,1.5842
2021-10-09,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,5.3677
2021-10-09,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.9232
2021-10-09,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,5.7448
2021-10-09,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,2.2798
2021-10-09,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.7148
2021-10-09,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,4.0081
2021-10-09,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.1487
2021-10-09,지방도96호선,장군면 금암리,송암교 ~ -,점유율,1.5362
2021-10-09,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,4.9899
2021-10-09,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.7324
2021-10-09,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,3.9976
2021-10-09,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.9438
2021-10-09,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.2979
2021-10-09,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.2078
2021-10-09,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.2853
2021-10-10,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,1.6818
2021-10-10,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.1794
2021-10-10,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.7962
2021-10-10,산학리길,장군면 산학리,- ~ 송악교,점유율,1.9534
2021-10-10,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,5.9636
2021-10-10,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,5.2356
2021-10-10,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.8235
2021-10-10,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.8948
2021-10-10,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,1.8312
2021-10-10,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.434
2021-10-10,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.7797
2021-10-10,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,5.6764
2021-10-10,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,2.4696
2021-10-10,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,3.7315
2021-10-10,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,3.8916
2021-10-10,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.2525
2021-10-10,지방도96호선,장군면 금암리,송암교 ~ -,점유율,2.3598
2021-10-10,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,4.5076
2021-10-10,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,3.1468
2021-10-10,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,3.568
2021-10-10,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.8603
2021-10-10,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.4592
2021-10-10,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.6236
2021-10-10,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.6134
2021-10-11,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,1.853
2021-10-11,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.0104
2021-10-11,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.9729
2021-10-11,산학리길,장군면 산학리,- ~ 송악교,점유율,1.9825
2021-10-11,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,8.2503
2021-10-11,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,5.3245
2021-10-11,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.6034
2021-10-11,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.7271
2021-10-11,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.1304
2021-10-11,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.3544
2021-10-11,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,5.3274
2021-10-11,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,5.9052
2021-10-11,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,2.5233
2021-10-11,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,4.3621
2021-10-11,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,4.1552
2021-10-11,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.2196
2021-10-11,지방도96호선,장군면 금암리,송암교 ~ -,점유율,1.8032
2021-10-11,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,4.9761
2021-10-11,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,3.4865
2021-10-11,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.6302
2021-10-11,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,6.2027
2021-10-11,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.4142
2021-10-11,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.9099
2021-10-11,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.8049
2021-10-12,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,1.9517
2021-10-12,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.7954
2021-10-12,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.4312
2021-10-12,산학리길,장군면 산학리,- ~ 송악교,점유율,4.3585
2021-10-12,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,5.614
2021-10-12,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,3.8383
2021-10-12,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.1036
2021-10-12,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.2218
2021-10-12,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.9025
2021-10-12,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,3.5552
2021-10-12,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.7335
2021-10-12,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,5.1922
2021-10-12,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.9471
2021-10-12,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,6.4291
2021-10-12,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.0588
2021-10-12,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,1.9815
2021-10-12,지방도96호선,장군면 금암리,송암교 ~ -,점유율,3.5317
2021-10-12,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,4.8062
2021-10-12,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,1.9948
2021-10-12,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,6.6085
2021-10-12,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.6591
2021-10-12,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,3.7649
2021-10-12,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.2383
2021-10-12,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.0494
2021-10-13,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,2.19
2021-10-13,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,4.4985
2021-10-13,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,4.0458
2021-10-13,산학리길,장군면 산학리,- ~ 송악교,점유율,2.9584
2021-10-13,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,4.2003
2021-10-13,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,3.3226
2021-10-13,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.6406
2021-10-13,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.4328
2021-10-13,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,3.2041
2021-10-13,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,3.2564
2021-10-13,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.1742
2021-10-13,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.4494
2021-10-13,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.9315
2021-10-13,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,3.8358
2021-10-13,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,3.6598
2021-10-13,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,3.669
2021-10-13,지방도96호선,장군면 금암리,송암교 ~ -,점유율,1.934
2021-10-13,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,5.1679
2021-10-13,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,3.4691
2021-10-13,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,6.1968
2021-10-13,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,3.8992
2021-10-13,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.8234
2021-10-13,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.3035
2021-10-13,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.3749
2021-10-14,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,5.4099
2021-10-14,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,3.7784
2021-10-14,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,3.2852
2021-10-14,산학리길,장군면 산학리,- ~ 송악교,점유율,2.843
2021-10-14,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,3.8102
2021-10-14,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.0534
2021-10-14,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.9436
2021-10-14,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.4724
2021-10-14,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,3.142
2021-10-14,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,4.9369
2021-10-14,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,5.3325
2021-10-14,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,4.8874
2021-10-14,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.7524
2021-10-14,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,6.5244
2021-10-14,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,3.757
2021-10-14,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.5118
2021-10-14,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,3.9847
2021-10-14,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.4418
2021-10-14,지방도96호선,장군면 금암리,송암교 ~ -,점유율,3.4307
2021-10-14,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,4.7998
2021-10-14,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,1.698
2021-10-14,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.6616
2021-10-14,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,4.5329
2021-10-14,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.2726
2021-10-14,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,6.0482
2021-10-14,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,6.1519
2021-10-15,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,2.8242
2021-10-15,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.6253
2021-10-15,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,2.4642
2021-10-15,산학리길,장군면 산학리,- ~ 송악교,점유율,2.4388
2021-10-15,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,5.0264
2021-10-15,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.2428
2021-10-15,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.5181
2021-10-15,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.8658
2021-10-15,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,5.7098
2021-10-15,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.1765
2021-10-15,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,2.7907
2021-10-15,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.8607
2021-10-15,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,3.0419
2021-10-15,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,5.1378
2021-10-15,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,3.593
2021-10-15,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.1362
2021-10-15,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.9924
2021-10-15,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,3.2796
2021-10-15,지방도96호선,장군면 금암리,송암교 ~ -,점유율,1.4029
2021-10-15,충현로,153자동차정비소 앞,조치원교 ~ 조치원지하차도앞,점유율,3.3308
2021-10-15,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.2841
2021-10-15,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,5.586
2021-10-15,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,8.4686
2021-10-15,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,4.606
2021-10-15,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.7086
2021-10-15,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.2851
2021-10-16,갈매로,기쁨뜰공원(청사),금사교고가차도동편 ~ 갈매로교차로1,점유율,1.7758
2021-10-16,갈매로,제3주차장(서측),노드_069 ~ 노드_070,점유율,2.4068
2021-10-16,당산로,연서면 봉암리,월암교남측 ~ 연서치안센터,점유율,3.3774
2021-10-16,산학리길,장군면 산학리,- ~ 송악교,점유율,2.9024
2021-10-16,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,4.376
2021-10-16,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,3.7441
2021-10-16,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,5.0588
2021-10-16,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.2552
2021-10-16,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.3202
