index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,GCS,POLYGON
19274,한국전력,한국폴리텍대학 대전캠퍼스,1,DC콤보,대전광역시 ,동구 ,대전광역시 동구 우암로 352-21(한국폴리텍대학 대전캠퍼스),24시간 이용가능,,,,"('36.3510398955929', '127.453757371833')","(996111.9852651197, 1816997.7698737155)"
19278,한국전력,한국항공우주연구원,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 과학로 169-84(어은동 45),24시간 이용가능,,100kW,,"('36.3748942954841', '127.35454031347')","(987163.2494078716, 1819653.092466271)"
19297,한국전력,한라비발디아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 상대동 462,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3441512168759', '127.333943024733')","(985305.5074094296, 1816230.9652459098)"
19313,한국전력,한민시장 공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 가장로 78,09:00~18:00,,,,"('36.3356596060378', '127.383285491503')","(989755.8782323, 1815285.7322403244)"
19314,한국전력,한밭종합운동장 주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 대종로 373,,,,,"('36.3173370007388', '127.428013823451')","(993790.0839882644, 1813246.1744217745)"
19319,한국전력,한빛 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 어은동 어은로 57 ,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3635250963285', '127.353659081769')","(987083.7680177619, 1818387.5443277804)"
19365,한국전력,한신아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,"대전광역시 서구 계룡로536번길 9 (괴정동, 한신아파트)",,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3407616301469', '127.382296953701')","(989666.7185270943, 1815853.6576522586)"
19368,한국전력,한아름아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 월평동 청사서로 65지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3633700499393', '127.376043193913')","(989102.6699110521, 1818370.2855335108)"
19551,한국전력,행복한마을 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 평촌동 덕암로 200 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.4387434877683', '127.423750626756')","(993405.5712667584, 1826760.3851905458)"
19554,한국전력,행안부 국가정보관리원,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로 755,09:00~18:00,,,,"('36.3978106847992', '127.373410556904')","(988865.2231091587, 1822204.0015885176)"
19783,한국전력,홈플러스 서대전점,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대정로 23,,,,,"('36.3137088188108', '127.318998934879')","(983957.6473243107, 1812842.3079029243)"
19796,한국전력,홈플러스 유성점,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 한밭대로 502 ,,,,,"('36.3584023856827', '127.354171588147')","(987129.9927726332, 1817817.3162199697)"
19960,한국전력,효성해링턴플레이스아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 문지동 657,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3931248865845', '127.408273734553')","(992009.6558616776, 1821682.4078397593)"
20109,한국전기차충전서비스,LH 관저5지구천년나무아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 구봉산북로 212(1599 관저5엘에이치천년나무1단지),24시간 이용가능,거주자외 출입제한,7kW,,"('36.293751604664', '127.34438840435')","(986247.6129773975, 1810620.7956515087)"
20139,한국전기차충전서비스,LH 도안마을1단지아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 도안대로 560,24시간 이용가능,거주자외 출입제한,,,"('36.3509069460572', '127.343492275295')","(986166.7879424746, 1816982.9707629678)"
20142,한국전기차충전서비스,LH 도안천년나무11단지아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 봉명로 16(511 LH도안천년나무11단지),24시간 이용가능,거주자외 출입제한,7kW,,"('36.3407374627725', '127.345016206393')","(986304.2366542745, 1815850.9674913015)"
20145,한국전기차충전서비스,LH 도안휴먼시아4단지아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 상대로 40(465 도안휴먼시아4단지),24시간 이용가능,거주자외 출입제한,7kW,,"('36.3477501109973', '127.337488099857')","(985625.2502177949, 1816631.5716293175)"
20162,한국전기차충전서비스,LH 새들뫼휴먼시아2단지아파트,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 계족로 135(528 새들뫼휴먼시아(2)단지),24시간 이용가능,거주자외 출입제한,7kW,,"('36.3263256225222', '127.44423899737')","(995253.4895561637, 1814246.7315771105)"
20559,한국전기차충전서비스,관저예미지아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 관저중로 33,24시간 이용가능,거주자외 출입제한,,,"('36.2950692284128', '127.334128806595')","(985322.2637297394, 1810767.4652858162)"
20771,한국전기차충전서비스,극동늘푸른아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 동서대로 1347,24시간 이용가능,거주자외 출입제한,,,"('36.3299250325484', '127.408222184762')","(992005.0064045091, 1814647.395387814)"
20872,한국전기차충전서비스,기아자동차 대전서비스센터,2,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 대화로50번길 89(대화동 1-15),08:30 ~ 17:30,기아 고객 외 이용 제한,100kW,,"('36.3693835687777', '127.419026049189')","(992979.4449797896, 1819039.6728375384)"
20943,한국전기차충전서비스,남대전종합시장아이비아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 대종로316번길 19,24시간 이용가능,거주자외 출입제한,,,"('36.3145470224196', '127.435182911657')","(994436.6892973843, 1812935.611485901)"
20978,한국전기차충전서비스,남촌아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 계백로 1643,24시간 이용가능,거주자외 출입제한,,,"('36.3198617753305', '127.401995123304')","(991443.36580486, 1813527.2165374858)"
20988,한국전기차충전서비스,낭월석천들마을주공아파트,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 산내로1257번길 40,24시간 이용가능,거주자외 출입제한,,,"('36.2782466427421', '127.467464313646')","(997348.2626121703, 1808894.880270039)"
21241,한국전기차충전서비스,대한전기충전(중촌점),1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 대전천서로 749,24시간 이용가능,,50kW,,"('36.3475892372768', '127.407486564618')","(991938.6582334533, 1816613.664172976)"
21364,한국전기차충전서비스,동부모터스,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 대종로 17외부주차장,24시간 이용가능,,,,"('36.2962136681005', '127.458506426638')","(996540.3192403717, 1810894.8571536655)"
21432,한국전기차충전서비스,둔산주공2단지아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 월평북로 11,24시간 이용가능,거주자외 출입제한,,,"('36.3633920703733', '127.369534354239')","(988515.6147419015, 1818372.7367104918)"
21482,한국전기차충전서비스,레자미3차오피스텔,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 계룡로 84,24시간 이용가능,거주자외 출입제한,,,"('36.3537893829894', '127.339985431198')","(985850.4933250529, 1817303.8256133345)"
21674,한국전기차충전서비스,목동현대아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 선화로43번길 29,24시간 이용가능,거주자외 출입제한,,,"('36.3281828969925', '127.412990613458')","(992435.0877792118, 1814453.4717543554)"
21742,한국전기차충전서비스,백합아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 청사서로 41,24시간 이용가능,거주자외 출입제한,,,"('36.3611070370849', '127.376067514682')","(989104.8634868466, 1818118.3810971412)"
22265,한국전기차충전서비스,선비마을4단지아파트,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 계족산로 135,24시간 이용가능,거주자외 출입제한,,,"('36.3677949955617', '127.443367924958')","(995174.9244681022, 1818862.8428032636)"
22283,한국전기차충전서비스,성남주공석촌마을아파트,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 우암로 186(518 석촌마을),24시간 이용가능,거주자외 출입제한,7kW,,"('36.3415398706865', '127.437946044522')","(994685.9059800328, 1815940.2865214264)"
22375,한국전기차충전서비스,송림마을6단지풍요로운아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 노은로426번길 15,24시간 이용가능,거주자외 출입제한,,,"('36.3904678551864', '127.331548874698')","(985089.5705874824, 1821386.6437235924)"
22519,한국전기차충전서비스,시티빌1차아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 계룡로509번길 7,24시간 이용가능,거주자외 출입제한,,,"('36.3447171346436', '127.381148862972')","(989563.1681815841, 1816293.9596721355)"
22521,한국전기차충전서비스,시티빌3차,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 문정로2번길 51지하3층 엘리베이터 입구 앞(시티빌 3차 지하3층 엘리베이터 입구 앞),24시간 이용가능,거주자외 출입제한,,,"('36.3438027766173', '127.382876363533')","(989718.9775400626, 1816192.1790557296)"
22643,한국전기차충전서비스,신탄진주조,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 신탄진로738번길 128(신탄진동 236-2),24시간 이용가능,,7kW,,"('36.4397419718407', '127.434134455764')","(994342.1253685679, 1826871.5301922157)"
23251,한국전기차충전서비스,유한킴벌리(주) 대전공장,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 대덕대로1277번길 90,24시간 이용가능,거주자외 출입제한,,,"('36.4436717625964', '127.393360932711')","(990664.6177525321, 1827308.969919278)"
23522,한국전기차충전서비스,장대동한일유앤아이아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 장대로 103,24시간 이용가능,거주자외 출입제한,,,"('36.3639183481116', '127.333548457989')","(985269.9200454378, 1818431.3186565833)"
23555,한국전기차충전서비스,전기안전공사 대전충남본부,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 인창로 54(인동 28-2),24시간 이용가능,,7kW,,"('36.3234659136982', '127.435473154549')","(994462.8673258189, 1813928.40667759)"
23855,한국전기차충전서비스,코스트코 대전점,1,DC차데모+DC콤보,대전광역시 ,중구 ,대전광역시 중구 오류로 41(코스트코 대전점),24시간 이용가능,,100kW,,"('36.3240037189398', '127.403481970489')","(991577.4697879665, 1813988.2717932467)"
23900,한국전기차충전서비스,탄방개나리아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 문정로10번길 39,24시간 이용가능,거주자외 출입제한,,,"('36.3456645069042', '127.383328836969')","(989759.7877125065, 1816399.4152266076)"
24160,한국전기차충전서비스,한가람아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 문예로 16,24시간 이용가능,거주자외 출입제한,,,"('36.3482248079593', '127.391427276513')","(990490.2144912364, 1816684.4119260153)"
24268,한국전기차충전서비스,한아름요양병원,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 계룡로 688,24시간 이용가능,병원 시설 이용자로 제한,,,"('36.335221677812', '127.396395336337')","(990938.3013003139, 1815236.9848093602)"
24270,한국전기차충전서비스,한양공작한양아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 문정로 131,24시간 이용가능,거주자외 출입제한,,,"('36.3482824499845', '127.394178934645')","(990738.3962273105, 1816690.8282757245)"
24355,한국전기차충전서비스,햇님아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 둔산북로 175,24시간 이용가능,거주자외 출입제한,,,"('36.355995286142', '127.393399279418')","(990668.0763770632, 1817549.372954907)"
24953,차지비,경남아너스빌1단지,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 용산2로 30 (용산동, 경남아너스빌1단지아파트) 101동~103동,105동~110동지하주차장",,,,입주민 등 거주자 외 출입 제한,"('36.4201913144961', '127.399101408303')","(991182.3714595587, 1824695.27330111)"
24956,차지비,경남아너스빌2단지,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 배울2로 133 (용산동, 경남아너스빌2단지아파트) 201동~203동,205동~209동지하주차장",,,,입주민 등 거주자 외 출입 제한,"('36.4191664781344', '127.396948419679')","(990988.1858344491, 1824581.1949274216)"
25070,차지비,계룡스파텔,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 온천로 81 (봉명동, 계룡스파텔)(539-1 (계룡스파텔))",~,,,,"('36.3551304956729', '127.347881127961')","(986562.6340184658, 1817453.1098889364)"
25283,차지비,관저원앙마을4-1아파트1주차장,1,AC완속,대전광역시 ,서구 ,"대전광역시 서구 관저북로 14 (관저동, 원앙마을4단지아파트)1주차장",,,,입주민 등 거주자 외 출입 제한,"('36.3024522696252', '127.33839026595')","(985706.6197544332, 1811589.2992544957)"
25868,차지비,구봉마을5단지아파트3주차장,1,AC완속,대전광역시 ,서구 ,"대전광역시 서구 관저로 51 (관저동, 구봉마을5단지)지하주차장",24시간 이용가능,,,입주민 등 거주자 외 출입 제한,"('36.3003657081203', '127.328422668147')","(984807.6070106371, 1811357.0362786935)"
25872,차지비,구봉마을8단지 제1주차장,1,AC완속,대전광역시 ,서구 ,"대전광역시 서구 관저로 84 (관저동, 구봉마을8단지)제1주차장",,,,입주민 등 거주자 외 출입 제한,"('36.297474685202', '127.330067672716')","(984955.9757651115, 1811035.2256900563)"
26923,차지비,대사동계룡아파트,1,AC완속,대전광역시 ,중구 ,"대전광역시 중구 계룡로929번길 40 (대사동, 계룡아파트)(248-219 (계룡아파트))",~,,,,"('36.3203415959261', '127.417470816299')","(992839.1730491486, 1813580.6271650298)"
26968,차지비,대전광역시 이마트TR(월평점),1,AC완속,대전광역시 ,서구 ,대전광역시 서구 한밭대로 580 본관4층 J구역,10:00~23:00,,,,"('36.3577019635918', '127.362920657362')","(987919.1021323903, 1817739.3496137764)"
26970,차지비,대전광역시 한국철도시설공단,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 중앙로 242 지하1층 주차장 09구역,09:00~18:00,,,,"('36.3310054889762', '127.436493879664')","(994554.9301181217, 1814767.6650393708)"
26971,차지비,대전광역시 한화갤러리아백화점(타임월드),1,AC완속,대전광역시 ,서구 ,대전광역시 서구 대덕대로 211 본관 2층 A구역,10:30~20:00,,,,"('36.3519543043064', '127.378167047167')","(989294.2277145498, 1817099.556132304)"
