운영기관,충전소,충전소별 충전기연번,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,비고
대구환경공단,대구시_수성의료지구(대구도시공사),02,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구,24시간 이용가능,,
대구환경공단,대구시_수성의료지구(대구도시공사),03,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구,24시간 이용가능,,
대구환경공단,대구시_신당동,01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 선원로 60대구시_신당동,09:00~18:00,,
대구환경공단,대구시_신매공원,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로652길 65대구광역시 수성구 신매동 290-1,09:00~18:00,,
대구환경공단,대구시_신매공원,02,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로652길 65대구광역시 수성구 신매동 290-1,09:00~18:00,,
대구환경공단,대구시_운암지 공영주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 구암로 217운암지 공영주차장,24시간 이용가능,,
대구환경공단,대구시_운암지 공영주차장,02,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 구암로 217운암지 공영주차장,24시간 이용가능,,
대구환경공단,대구시_월촌공원주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 상인로 68-4월촌공원주차장,24시간 이용가능,,
대구환경공단,대구시_월촌공원주차장,02,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 상인로 68-4월촌공원주차장,24시간 이용가능,,
대구환경공단,대구시_장기공영주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 장기로 277장기공영주차장,24시간 이용가능,,
대구환경공단,대구시_저소득층 밀집지구 지식산업센터,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 알파시티1로 160저소득층 밀집지구 지식산업센터,24시간 이용가능,,
대구환경공단,대구시_지능형자동차부품진흥원,01,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 국가산단서로 201,24시간 이용가능,,
대구환경공단,대구시_지능형자동차부품진흥원,02,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 국가산단서로 201,24시간 이용가능,,
대구환경공단,대구시_지산2동,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 용학로33길 9대구시_지산2동,09:00~18:00,,
대구환경공단,대구시_지저동,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 해동로3길 80대구시_지저동,09:00~18:00,,
대구환경공단,대구시_진천삼성래미안,01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 상화로8길 23,24시간 이용가능,,
대구환경공단,대구시_진천삼성래미안,02,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 상화로8길 23,24시간 이용가능,,
대구환경공단,대구시_진천삼성래미안,03,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 상화로8길 23,24시간 이용가능,,
대구환경공단,대구시_칠성동,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 칠성로19길 4대구시_칠성동,09:00~18:00,,
대구환경공단,대구시_침산푸르지오,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 옥산로 103,24시간 이용가능,,
대구환경공단,대구시_침산푸르지오,02,AC완속,대구광역시 ,북구 ,대구광역시 북구 옥산로 103,24시간 이용가능,,
대구환경공단,대구시_침산푸르지오,03,AC완속,대구광역시 ,북구 ,대구광역시 북구 옥산로 103,24시간 이용가능,,
대구환경공단,대구시_태전2동,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 칠곡중앙대로52길 32대구시_태전2동,09:00~18:00,,
대구환경공단,대구시_한국도로공사(유천IC),01,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 화원읍 성천로 208한국도로공사(유천IC),24시간 이용가능,,
대구환경공단,대구시_한국도로공사(유천IC),02,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 화원읍 성천로 208한국도로공사(유천IC),24시간 이용가능,,
대구환경공단,대구시_효목2동,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 화랑로25길 45대구시_효목2동,09:00~18:00,,
대구환경공단,대구시민운동장,01,DC콤보,대구광역시 ,북구 ,대구광역시 북구 고성로 191대구시민운동장(고성동3가 2),24시간 이용가능,,
대구환경공단,대구시청,01,DC차데모+AC3상+DC콤보,대구광역시 ,중구 ,대구광역시 중구 공평로 88(중구 동인동1가 42767),24시간,,
대구환경공단,대구시청,02,AC완속,대구광역시 ,중구 ,대구광역시 중구 공평로 88(중구 동인동1가 42767),24시간,,
대구환경공단,대구은행 본리동지점,01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 구마로180 (주차장 입구 우측),24시간 이용가능,,
대구환경공단,대구은행 시지지점,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로3196 (주차장 입구),24시간 이용가능,,
대구환경공단,대구은행 제2본점영업부,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 옥산로111 (지하 1층),24시간 이용가능,,
대구환경공단,대구은행 파동지점,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 수성로5 (입구 좌측),24시간 이용가능,,
대구환경공단,대구의료원,01,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 평리로 157(서구 중리동 1162),24시간,,
대구환경공단,대구지식서비스센터,01,AC완속,대구광역시 ,동구 ,대구광역시 동구 동대구로 481건물앞 도로변,24시간 이용가능,,
대구환경공단,대구지식서비스센터,02,AC완속,대구광역시 ,동구 ,대구광역시 동구 동대구로 481건물앞 도로변,24시간 이용가능,,
대구환경공단,대구체육관 주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 대구체육관로39 (주차장 입구 자율방범대 건물앞),24시간 이용가능,,
대구환경공단,대구환경공단(달서천),01,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 염색공단로 130 (입구 좌측)(서구 비산동 3016 (입구 좌측)),24시간 이용가능,, 
대구환경공단,대구환경공단(달서천),02,AC완속,대구광역시 ,서구 ,대구광역시 서구 염색공단로 130 (입구 좌측)(서구 비산동 3016 (입구 좌측)),24시간 이용가능,, 
대구환경공단,대구환경공단(본부),01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 달서대로210 (입구 좌측)(달서구 대천동 770 (입구 좌측)),24시간 이용가능,, 
대구환경공단,대구환경공단(본부),02,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 달서대로210 (입구 좌측)(달서구 대천동 770 (입구 좌측)),24시간 이용가능,, 
대구환경공단,대구환경공단(지산)-두산동 행정복지센터,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 무학로 112 (입구 좌측)(수성구 두산동 499-4 (입구 좌측)),24시간 이용가능,, 
대구환경공단,대덕승마장,01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 앞산순환로 206대덕승마장(송현동 694),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,대명5동 행정복지센터,01,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 대명로58길11 (건물 앞),24시간 이용가능,,
대구환경공단,대명9동행정복지센터,01,AC완속,대구광역시 ,남구 ,대구광역시 남구 큰골길 53대명9동행정복지센터(2680-7 대명9동주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,도원동행정복지센터,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 한실로 53도원동행정복지센터(1429-5 도원동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,동구청,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 아양로 207(동구 신암동 13150),24시간,,
대구환경공단,동구청,02,AC완속,대구광역시 ,동구 ,대구광역시 동구 아양로 207(동구 신암동 13150),24시간,,
대구환경공단,동대구복합환승센터,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 동부로 153별관2층(D15-18)(동구 신천동 329-19),24시간,,
대구환경공단,동대구복합환승센터,02,AC완속,대구광역시 ,동구 ,대구광역시 동구 동부로 153별관2층(D15-18)(동구 신천동 329-19),24시간,,
대구환경공단,동대구복합환승센터,03,AC완속,대구광역시 ,동구 ,대구광역시 동구 동부로 153별관2층(D15-18)(동구 신천동 329-19),24시간,,
대구환경공단,동대구복합환승센터,04,AC완속,대구광역시 ,동구 ,대구광역시 동구 동부로 153별관2층(D15-18)(동구 신천동 329-19),24시간,,
대구환경공단,동림플라자,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 한강로8길 20동림플라자(금호동 802),24시간 이용가능,"마트(쇼핑몰) 이용자, 상가 입주자로 사용 제한",
대구환경공단,동인동행정복지센터,01,AC완속,대구광역시 ,중구 ,대구광역시 중구 국채보상로142길 19-5동인동행정복지센터(318-5 동인동주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,동천동행정복지센터,01,AC완속,대구광역시 ,북구 ,대구광역시 북구 대천로 81동천동행정복지센터(동천동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,동촌유원지 입구 주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 효목동1025 (입구 진입후 주차장 2시방향 끝부분),24시간 이용가능,,
대구환경공단,두류12동행정복지센터,01,AC완속,대구광역시 ,달서구 ,"대구광역시 달서구 성당로51길 32두류1,2동행정복지센터(841-6 두류1,2동행정복지센터)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,두류공원,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 공원순환로 216(달서구 성당동 195-11),24시간,,
대구환경공단,두류공원,02,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 공원순환로 216(달서구 성당동 195-11),24시간,,
대구환경공단,두류공원,03,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 공원순환로 216(달서구 성당동 195-11),24시간,,
대구환경공단,두류공원,04,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 공원순환로 216(달서구 성당동 195-11),24시간,,
대구환경공단,두산오거리,01,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 두산동 954도로변,24시간,,
대구환경공단,두산오거리,02,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 두산동 954도로변,24시간,,
대구환경공단,두산오거리,03,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 두산동 954도로변,24시간,,
대구환경공단,두산오거리,04,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 두산동 954도로변,24시간,,
대구환경공단,만촌2동행정복지센터,01,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 무열로 12만촌2동행정복지센터(만촌2동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,만촌3동행정복지센터,01,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 교학로2길 45만촌3동행정복지센터(만촌3동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,매천역환승공영주차장,01,AC완속,대구광역시 ,북구 ,대구광역시 북구 태전동 ,24시간,,
대구환경공단,매천역환승공영주차장,02,AC완속,대구광역시 ,북구 ,대구광역시 북구 태전동 ,24시간,,
대구환경공단,명복공원 주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 541길 47 (입구 진입후 죄회전 식당 주차장),24시간 이용가능,,
대구환경공단,문양역 야외주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 다사읍 문양리 470 (입구 좌측)(다사읍 문양리 470 (입구 좌측)),24시간 이용가능,, 
대구환경공단,반야월공영주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 신기동 174  (입구 우측),24시간 이용가능,,"충전 1시간 무료, 주차요금 60%감면"
대구환경공단,복현2동행정복지센터,01,AC완속,대구광역시 ,북구 ,대구광역시 북구 복현로8길 16-5복현2동행정복지센터(복현2동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,복현장미공원,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 경진로남1길 40(1층 주차장 진입 후 우측)(북구 복현동  439-1(1층 주차장 진입 후 우측)),24시간 이용가능,,"충전 1시간 무료, 주차요금 60%감면"
대구환경공단,본동행정복지센터,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 구마로26길 62본동행정복지센터(867-3 본동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,봉덕2동행정복지센터,01,AC완속,대구광역시 ,남구 ,대구광역시 남구 이천로10길 50봉덕2동행정복지센터(540-1 봉덕2동주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,북구청,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 옥산로 65(북구 침산3동 447-16),24시간,,
대구환경공단,북구청,02,AC완속,대구광역시 ,북구 ,대구광역시 북구 옥산로 65(북구 침산3동 447-16),24시간,,
대구환경공단,불로봉무동행정복지센터,01,AC완속,대구광역시 ,동구 ,대구광역시 동구 팔공로25길 16불로봉무동행정복지센터(434 불로봉무동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,비산1동행정복지센터,01,AC완속,대구광역시 ,서구 ,대구광역시 서구 북비산로65길 18비산1동행정복지센터(비산1동 주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,비산4동행정복지센터,01,AC완속,대구광역시 ,서구 ,대구광역시 서구 국채보상로78길 29-4비산4동행정복지센터(비산4동 주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,비슬산자연휴양림공영주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 유가면 휴양림길236 (입구 좌측)(유가면 용리 15 (입구 좌측)),24시간 이용가능,,"충전 1시간 무료, 주차요금 60%감면"
대구환경공단,산격2동행정복지센터,01,AC완속,대구광역시 ,북구 ,대구광역시 북구 동북로31길 30산격2동행정복지센터(산격2동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,상공회의소,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 동대구로 457건물앞 도로변,24시간 이용가능,,
대구환경공단,상동행정복지센터,01,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 들안로9길 56상동행정복지센터(상동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,상인1동행정복지센터,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 상인서로 40상인1동행정복지센터(1528 상인1동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,상인2동행정복지센터,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 상원로 27상인2동행정복지센터(1453-7 상인2동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,상중이동행정복지센터,01,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 중리동,24시간 이용가능,, 
대구환경공단,서구국민체육센터,01,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 문화로 72(서구 이현동 315-15),24시간,,
대구환경공단,서구청,01,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 국채보상로 257(서구 평리동 1230-9),24시간,,
대구환경공단,서대구산업단지 근로자복지회관,01,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 국채보상로 124서대구산업단지 근로자복지회관(중리동 1082-8),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,서문주차빌딩(지상2층),01,DC차데모+AC3상+DC콤보,대구광역시 ,중구 ,"대구광역시 중구 큰장로26길 45, 지상2층(중구 대신동 115-378)",07:00~19:00,,
대구환경공단,서문주차빌딩(지상2층),02,AC완속,대구광역시 ,중구 ,"대구광역시 중구 큰장로26길 45, 지상2층(중구 대신동 115-378)",07:00~19:00,,
대구환경공단,서문주차빌딩(지상2층),03,AC완속,대구광역시 ,중구 ,"대구광역시 중구 큰장로26길 45, 지상2층(중구 대신동 115-378)",07:00~19:00,,
대구환경공단,서문주차빌딩(지상2층),04,AC완속,대구광역시 ,중구 ,"대구광역시 중구 큰장로26길 45, 지상2층(중구 대신동 115-378)",07:00~19:00,,
대구환경공단,서부법원 앞,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 용산동,24시간,,
대구환경공단,서부법원 앞,02,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 용산동,24시간,,
대구환경공단,서부법원 앞,03,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 용산동,24시간,,
대구환경공단,서부법원 앞,04,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 용산동,24시간,,
대구환경공단,성당동행정복지센터,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 야외음악당로 38성당동행정복지센터(434-3 성당동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,성서체육공원주차장,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로22길25(달서구 월암동 1-18),24시간,,
대구환경공단,성서체육공원주차장,02,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로22길25(달서구 월암동 1-18),24시간,,
대구환경공단,성서체육공원주차장,03,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로22길25(달서구 월암동 1-18),24시간,,
대구환경공단,성서체육공원주차장,04,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로22길25(달서구 월암동 1-18),24시간,,
대구환경공단,성서홈플러스,01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,"대구광역시 달서구 달구벌대로 1467, 지하3층(달서구 용산동 230-11)",24시간,,
대구환경공단,성서홈플러스,02,AC완속,대구광역시 ,달서구 ,"대구광역시 달서구 달구벌대로 1467, 지하3층(달서구 용산동 230-11)",24시간,,
대구환경공단,송현1동행정복지센터,01,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 중흥로8길 41송현1동행정복지센터(1995 송현1동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,수성구청,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 2450(수성구 범어동 238-3),24시간,,
대구환경공단,수성구청,02,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 2450(수성구 범어동 238-3),24시간,,
대구환경공단,수성대학교 입구 우,01,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 529길,24시간,,
대구환경공단,수성대학교 입구 우,02,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 529길,24시간,,
대구환경공단,수성대학교 입구 좌,01,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 528길,24시간,,
대구환경공단,수성대학교 입구 좌,02,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 528길,24시간,,
대구환경공단,수성아트피아,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 무학로 180수성아트피아(1137-3 수성아트피아),24시간 이용가능,공연장 공연 이용자로 제한,
대구환경공단,시설안전관리사업소,01,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로 58(달서구 대천동 891),24시간,,
대구환경공단,시설안전관리사업소,02,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로 58(달서구 대천동 891),24시간,,
대구환경공단,시설안전관리사업소,03,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로 58(달서구 대천동 891),24시간,,
대구환경공단,시설안전관리사업소,04,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로 58(달서구 대천동 891),24시간,,
대구환경공단,시지근린공원,01,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 637길5(수성구 매호동 1330-2),24시간,,
대구환경공단,시지근린공원,02,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 637길5(수성구 매호동 1330-2),24시간,,
대구환경공단,시지근린공원,03,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 637길5(수성구 매호동 1330-2),24시간,,
대구환경공단,시지근린공원,04,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 637길5(수성구 매호동 1330-2),24시간,,
대구환경공단,시청별관,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 연암로 60(북구 산격동 994-1),24시간,,
대구환경공단,시청별관,02,AC완속,대구광역시 ,북구 ,대구광역시 북구 연암로 60(북구 산격동 994-1),24시간,,
대구환경공단,시청별관,03,AC완속,대구광역시 ,북구 ,대구광역시 북구 연암로 60(북구 산격동 994-1),24시간,,
대구환경공단,시청별관,04,AC완속,대구광역시 ,북구 ,대구광역시 북구 연암로 60(북구 산격동 994-1),24시간,,
대구환경공단,신매공영주차장,01,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 신매동170-1 (입구 우회전 후 끝부분),10:00~21:00,,"충전 1시간 무료, 주차요금 60%감면"
대구환경공단,신암공원,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 신암북로11길 6신암공원(676-1 금오아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
대구환경공단,아양아트센터,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 효동로2길 24아양아트센터(1084 아양아트센터),24시간 이용가능,공연장 공연 이용자로 제한,
대구환경공단,아양아트센터,02,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 효동로2길 24아양아트센터(1084 아양아트센터),24시간 이용가능,공연장 공연 이용자로 제한,
대구환경공단,아이빌,01,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 3공단로240(두산머신툴 우측 골목진입 아이빌 우측 뒤편 지상주차장),24시간 이용가능,,
대구환경공단,아주운수,01,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 공항로 255주 출입구 우측,24시간 이용가능,,
대구환경공단,어린이회관,01,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 동대구로 176(수성구 황금동 626),24시간,,
대구환경공단,어린이회관,02,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 동대구로 176(수성구 황금동 626),24시간,,
대구환경공단,어린이회관,03,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 동대구로 176(수성구 황금동 626),24시간,,
대구환경공단,옥포읍행정복지센터,01,AC완속,대구광역시 ,달성군 ,"대구광역시 달성군 옥포읍 비슬로 2215옥포읍행정복지센터(옥포읍사무소, 옥포119지역대)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,
