운영기관,충전소,충전소별 충전기연번,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,비고,GCS,POLYGON
대구환경공단,율하체육공원3주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 금호강변로278(동구 율하동 1626),24시간,,,"('35.85980630000018', '128.68608419999975')","(1107259.8811714547, 1762316.718556182)"
대구환경공단,이천동행정복지센터,1,AC완속,대구광역시 ,남구 ,대구광역시 남구 이천로28길 18이천동행정복지센터(이천동 주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.853645200000024', '128.59921740000013')","(1099425.0586037776, 1761630.9034403113)"
대구환경공단,중동행정복지센터,1,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 수성로50길 38중동행정복지센터(중동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8473556', '128.6150551')","(1100853.5165345368, 1760930.784508191)"
대구환경공단,지산1동행정복지센터,1,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 지범로21길 16지산1동행정복지센터(지산1동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8249584', '128.63286150000013')","(1102459.5384505126, 1758437.6682931012)"
대구환경공단,지산근린공원 주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 용학로267 (지하 출구측),08:00~23:00,,"충전 1시간 무료, 주차요금 60%감면","('35.82110139999993', '128.63680739999995')","(1102815.4330658144, 1758008.3311776684)"
대구환경공단,진천동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 진천동626-31 (주차장 입구 우측편),24시간 이용가능,,,"('35.812068599999805', '128.52199839999983')","(1092460.4050899104, 1757002.8563795695)"
대구환경공단,차량등록사업소 서부분소,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 성서로400 (입구 좌측),24시간 이용가능,,,"('35.85257829999961', '128.50747029999977')","(1091150.0645945028, 1761512.142805459)"
대구환경공단,첨단의료산업진흥재단,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 첨복로 80(동구 동내동 1115-1),24시간,,,"('35.88087399999972', '128.7352491999993')","(1111694.2456414, 1764661.8431469123)"
대구환경공단,충전인프라 관제센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 상리동 ,24시간,,,"('35.87617759999967', '128.5084450999995')","(1091237.9852389488, 1764139.0692737196)"
대구환경공단,충혼탑 주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 앞산순화로 540(남구 대명9동 산186),24시간,,,"('35.83121669999985', '128.57788609999974')","(1097501.1135448872, 1759134.303104976)"
대구환경공단,파계사 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 파계로 686686 (입구 좌측 음수대 앞),24시간 이용가능,,,"('35.9909246', '128.637144')","(1102845.7922050566, 1776911.9875998374)"
대구환경공단,파동교네거리주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 파동로 174 (입구 우측)(수성구 파동 274 (입구 우측)),24시간 이용가능,, ,"('35.81862319999957', '128.61281179999978')","(1100651.1854083994, 1757732.4734541522)"
대구환경공단,패션센터 주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 유통단지로 14길 17(북구 산격동 1670),24시간,,,"('35.90617989999955', '128.61127380000013')","(1100512.4677728203, 1767478.7376527886)"
대구환경공단,평리1동행정복지센터,1,AC완속,대구광역시 ,서구 ,대구광역시 서구 문화로 280평리1동행정복지센터(평리1동 주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.875606799999815', '128.55901999999935')","(1095799.5135544676, 1764075.5313879475)"
대구환경공단,평리3동행정복지센터,1,AC완속,대구광역시 ,서구 ,대구광역시 서구 문화로 261평리3동행정복지센터(평리3동 주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.875973100000074', '128.5571518999998')","(1095631.0230375482, 1764116.305612861)"
대구환경공단,한국도로공사 칠곡영업소,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 관음로41 (건물 앞 주차장 우측 끝),24시간 이용가능,,,"('35.934522999999565', '128.5391145999997')","(1094004.1754375272, 1770633.7142657558)"
대구환경공단,한국산업단지 달성출장소,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 달성2차동1로109 (입구 좌측)(구지면 내리 840-3 (입구 좌측)),24시간 이용가능,, ,"('35.64085989999973', '128.41917970000006')","(1083186.824491328, 1737944.9747633575)"
대구환경공단,해안동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 방촌로29길 4646 (입구 우측),24시간 이용가능,,,"('35.8820761', '128.6716797')","(1105960.688595296, 1764795.653400107)"
대구환경공단,현풍읍행정복지센터,1,AC완속,대구광역시 ,달성군 ,대구광역시 달성군 현풍읍 비슬로134길 157현풍읍행정복지센터(352-2 현풍읍사무소),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.69746529999996', '128.4434251999998')","(1085373.6115096537, 1744245.933838698)"
대구환경공단,화원읍행정복지센터,1,AC완속,대구광역시 ,달성군 ,대구광역시 달성군 화원읍 비슬로 2594화원읍행정복지센터(426-1 화원읍사무소),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.80389860000022', '128.50020799999965')","(1090495.0521854532, 1756093.4230809314)"
대구환경공단,환경공단안심하수처리장,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 금호강변로 91(동구 용계동 828-2),24시간,,,"('35.86777400000011', '128.6802489')","(1106733.5749171968, 1763203.6330841945)"
