 ID	   위도	     경도	        지오이드고	       정밀도
50381	35.76668	128.62832	  29.158		-
50382	35.68313	128.38218	  28.537		-
50383	35.66426	128.50082	  28.996		-
50384	35.79902	128.66824	  29.162		-
50385	35.63462	128.42542	  28.655		-
50386	35.77117	128.59949	  29.123		-
50387	35.78195	128.50858	  28.791		-
50388	35.77386	128.60726	  29.131		-
50389	35.79992	128.62167	  29.042		-
50390	35.68852	128.39438	  28.554		-
50391	35.77925	128.60726	  29.108		-
50392	35.85472	128.43762	  28.435		-
50393	35.89963	128.50747	  28.549		-
50394	35.89963	128.50747	  28.549		-
50395	35.89963	128.50747	  28.549		-
50396	35.89963	128.50747	  28.549		-
50397	35.89963	128.50747	  28.549		-
50398	35.89963	128.50747	  28.549		-
50399	35.89963	128.50747	  28.549		-
50400	35.89963	128.50747	  28.549		-
50401	35.89963	128.50747	  28.549		-
50402	35.89963	128.50747	  28.549		-
50403	35.89963	128.50747	  28.549		-
50404	35.89963	128.50747	  28.549		-
50405	35.89963	128.50747	  28.549		-
50406	35.89963	128.50747	  28.549		-
50407	35.89963	128.50747	  28.549		-
50408	35.89963	128.50747	  28.549		-
50409	35.89963	128.50747	  28.549		-
50410	35.89963	128.50747	  28.549		-
50411	35.89963	128.50747	  28.549		-
50412	35.89963	128.50747	  28.549		-
50413	35.89963	128.50747	  28.549		-
50414	35.89963	128.50747	  28.549		-
50415	35.89963	128.50747	  28.549		-
50416	35.89963	128.50747	  28.549		-
50417	35.89963	128.50747	  28.549		-
50418	35.89963	128.50747	  28.549		-
50419	35.89963	128.50747	  28.549		-
50420	35.89963	128.50747	  28.549		-
50421	35.89963	128.50747	  28.549		-
50422	35.89963	128.50747	  28.549		-
50423	35.89963	128.50747	  28.549		-
50424	35.89963	128.50747	  28.549		-
50425	35.75320	128.48086	  28.786		-
50426	35.91131	128.42875	  28.329		-
50427	35.76129	128.67821	  29.241		-
50428	35.66965	128.37997	  28.536		-
50429	35.71008	128.35447	  28.445		-
50430	35.69031	128.37997	  28.519		-
50431	35.72535	128.48419	  28.869		-
50432	35.94635	128.45425	  28.368		-
50433	35.77027	128.62389	  29.151		-
50434	35.69121	128.47199	  28.833		-
50435	35.75500	128.62389	  29.183		-
50436	35.75320	128.66380	  29.229		-
50437	35.62833	128.40990	  28.611		-
50438	35.85921	128.38329	  28.289		-
50439	35.79632	128.66158	  29.156		-
50440	35.73254	128.43429	  28.662		-
50441	35.74601	128.50636	  28.891		-
50442	35.78913	128.58841	  29.039		-
50443	35.77386	128.60504	  29.125		-
50444	35.86190	128.41545	  28.375		-
50445	35.91401	128.42321	  28.312		-
50446	35.76757	128.45647	  28.682		-
50447	35.77656	128.52632	  28.871		-
50448	35.77027	128.57067	  29.038		-
50449	35.76039	128.44095	  28.654		-
50450	35.77027	128.61391	  29.154		-
50451	35.75230	128.62278	  29.187		-
50452	35.93287	128.43540	  28.325		-
50453	35.73164	128.52077	  29.010		-
50454	35.74781	128.62167	  29.194		-
50455	35.93018	128.44649	  28.353		-
50456	35.77386	128.48751	  28.749		-
50457	35.77027	128.57399	  29.047		-
50458	35.77027	128.41545	  28.531		-
50459	35.87897	128.41766	  28.350		-
50460	35.70020	128.48973	  28.923		-
50461	35.76488	128.44649	  28.667		-
50462	35.69121	128.44316	  28.701		-
50463	35.93197	128.44649	  28.353		-
50464	35.80980	128.58952	  28.980		-
50465	35.74242	128.66602	  29.256		-
50466	35.85741	128.41766	  28.387		-
50467	35.73703	128.51967	  28.984		-
50468	35.68852	128.45092	  28.733		-
50469	35.65169	128.40990	  28.620		-
50470	35.63012	128.42653	  28.655		-
50471	35.72535	128.45425	  28.733		-
50472	35.64899	128.49860	  28.979		-
50473	35.76039	128.40658	  28.521		-
