운영기관,충전소,충전소별 충전기연번,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,비고,GCS,POLYGON
대구환경공단,대구시_(대구 북구)태전1동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 태전로7길 10-24,24시간 이용가능,,,"('35.9241286969033', '128.543400505709')","(1094353.3284976303, 1770279.411233403)"
대구환경공단,대구시_(대구 수성구)황금1동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 청호로57길 10,24시간 이용가능,,,"('35.8439806780898', '128.638144029602')","(1102870.843026564, 1761319.307770417)"
대구환경공단,대구시_(대구 중구)남산3동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,중구 ,대구광역시 중구 남산로4길 70,24시간 이용가능,,,"('35.8599104438276', '128.585557849668')","(1098143.30563715, 1763100.1671262041)"
대구환경공단,대구시_KS택시주식회사,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 희망로 226KS택시주식회사,24시간 이용가능,,,"('35.8461198407918', '128.623417159995')","(1101546.8862990844, 1761558.4542823064)"
대구환경공단,대구시_남구청,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 이천로 51,24시간 이용가능,,,"('35.8457998102819', '128.597294920731')","(1099198.4772119294, 1761522.676648343)"
대구환경공단,대구시_남산2동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,중구 ,대구광역시 중구 명륜로 27-1남산2동 행정복지센터,24시간 이용가능,,,"('35.8640887307063', '128.589564075687')","(1098503.4683894, 1763567.2763983407)"
대구환경공단,대구시_내당4동,1,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 서대구로3길 46대구시_내당4동,09:00~18:00,,,"('35.8590204613206', '128.551843290608')","(1095112.3412521381, 1763000.672023754)"
대구환경공단,대구시_대구 지식산업센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 오봉로 164대구 지식산업센터,24시간 이용가능,,,"('35.9024044403005', '128.579433538538')","(1097592.725429808, 1767850.759974156)"
대구환경공단,대구시_대구광역시 차량등록사업소,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 동원로 84,24시간 이용가능,,,"('35.8666313196369', '128.63975070279')","(1103015.2841625889, 1763851.5237224705)"
대구환경공단,대구시_대구시청,1,DC차데모+AC3상+DC콤보,대구광역시 ,중구 ,대구광역시 중구 공평로 88대구시청 지하주차장 내,09:00~18:00,,,"('35.8715530700224', '128.601220069308')","(1099551.3510407575, 1764401.748086415)"
대구환경공단,대구시_대구유통단지 전자관,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 유통단지로 45대구유통단지 전자관,24시간 이용가능,,,"('35.907203155191', '128.60701866943')","(1100072.6495818847, 1768387.2296529422)"
대구환경공단,대구시_대구은행 3공단영업부지점,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 노원동로 2,24시간 이용가능,,,"('35.8944083247753', '128.571530110005')","(1096882.2012209517, 1766956.8386587144)"
대구환경공단,대구시_대구은행 본점,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 2310대구은행 본점 지상주차장,09:00~18:00,,,"('35.8593142668444', '128.614946855347')","(1100785.399498305, 1763033.5178498924)"
대구환경공단,대구시_대구은행 신암동지점,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 아양로 2,24시간 이용가능,,,"('35.8809941135991', '128.614622467385')","(1100756.2367749254, 1765457.2043347177)"
대구환경공단,대구시_대구은행 월배지점,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 월배로 109,24시간 이용가능,,,"('35.814787819819', '128.526254526443')","(1092811.8919802825, 1758055.7083158218)"
대구환경공단,대구시_대구테크노파크 신기술산업지원센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로 46-17대구테크노파크 신기술산업지원센터,24시간 이용가능,,,"('35.8328577650363', '128.488294179225')","(1089399.2280253505, 1760075.8278535765)"
대구환경공단,대구시_대명11동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 관문시장4길 53대명11동 행정복지센터,24시간 이용가능,,,"('35.8362413454586', '128.560635816332')","(1095902.7959716062, 1760454.093356679)"
대구환경공단,대구시_대명2동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 명덕로32길 30,24시간 이용가능,,,"('35.8552853883787', '128.586241475204')","(1098204.7640904137, 1762583.1116087039)"
대구환경공단,대구시_대명3동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 명덕로20길 115,24시간 이용가능,,,"('35.8523008344331', '128.579056125397')","(1097558.795702688, 1762249.4550500107)"
대구환경공단,대구시_대명4동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 두류공원로20길 19,24시간 이용가능,,,"('35.8459697643027', '128.569508176117')","(1096700.4278336018, 1761541.6765641593)"
대구환경공단,대구시_대봉2동 주민센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,중구 ,대구광역시 중구 대봉로47길 31대봉2동 주민센터,24시간 이용가능,,,"('35.8587591941347', '128.599366066728')","(1099384.6748051387, 1762971.4638031172)"
대구환경공단,대구시_대신동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,중구 ,대구광역시 중구 달구벌대로389길 50,24시간 이용가능,,,"('35.8655505903502', '128.576338158037')","(1097314.4483792342, 1763730.7041892163)"
대구환경공단,대구시_대현동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 대현남로5길 18대현동 행정복지센터,24시간 이용가능,,,"('35.8825226229351', '128.606074791398')","(1099987.79423219, 1765628.0831910814)"
대구환경공단,대구시_도평동 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 팔공로24길 71(도동 3-22),24시간 이용가능,,,"('35.909646900275', '128.641627627433')","(1103184.0211090266, 1768660.4267838753)"
대구환경공단,대구시_두류3동,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 야외음악당로39길 24대구시_두류3동,09:00~18:00,,,"('35.8537053598211', '128.55547533284')","(1095438.8645986384, 1762406.4731894375)"
대구환경공단,대구시_명성푸르지오,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 침산로 153,24시간 이용가능,,,"('35.8890265531963', '128.589744306502')","(1098519.6712761228, 1766355.186479711)"
대구환경공단,대구시_범물1동,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 범안로 76대구시_범물1동,09:00~18:00,,,"('35.8177503019386', '128.64597351835')","(1103574.7199927676, 1758386.8973669277)"
대구환경공단,대구시_범어1동,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 범어천로 97대구시_범어1동,09:00~18:00,,,"('35.8555318317638', '128.622048397121')","(1101423.8334804128, 1762610.6626107246)"
대구환경공단,대구시_봉덕3동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 중앙대로22길 100,24시간 이용가능,,,"('35.8424185973702', '128.595940391709')","(1099076.704027329, 1761144.675819779)"
대구환경공단,대구시_산격1동,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 연암로36길 6대구시_산격1동,09:00~18:00,,,"('35.900391609817', '128.596890463386')","(1099162.1161903953, 1767625.736702806)"
대구환경공단,대구시_삼덕동,1,AC완속,대구광역시 ,중구 ,대구광역시 중구 달구벌대로447길 72-11대구시_삼덕동,09:00~18:00,,,"('35.8655246235437', '128.608940100585')","(1100245.3876974462, 1763727.8012444358)"
대구환경공단,대구시_상리공원,1,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 평리로17길 45대구 서구 중리동 산 198-3 대구시_상리공원,09:00~18:00,,,"('35.8627932442222', '128.533160835787')","(1093432.7744191189, 1763422.4482029064)"
대구환경공단,대구시_상인3동,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 상인로 25대구시_상인3동,09:00~18:00,,,"('35.8100665430009', '128.550202283753')","(1094964.813493458, 1757527.8957835366)"
대구환경공단,대구시_상호림공원,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 달서대로91길 115상호림공원,24시간 이용가능,,,"('35.8386468629404', '128.479140247097')","(1088576.2825965413, 1760723.0168539532)"
대구환경공단,대구시_성당두산위브,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 당산로 82,24시간 이용가능,,,"('35.8448963780465', '128.546138174596')","(1094599.4470032784, 1761421.6779409407)"
대구환경공단,대구시_송현2동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 월배로83길 120-14,24시간 이용가능,,,"('35.8327877854342', '128.545582253105')","(1094549.469240347, 1760068.0045226393)"
대구환경공단,대구시_수성의료지구,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구,24시간 이용가능,,,"('35.8581745018633', '128.630635463648')","(1102195.8172625143, 1762906.0984538137)"
대구환경공단,대구시_신당동,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 선원로 60대구시_신당동,09:00~18:00,,,"('35.8589684402638', '128.498832715892')","(1090346.6504505114, 1762994.8563584634)"
대구환경공단,대구시_신매공원,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로652길 65대구광역시 수성구 신매동 290-1,09:00~18:00,,,"('35.8323295322088', '128.709755052843')","(1109308.728233115, 1760016.7743565969)"
대구환경공단,대구시_운암지 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 구암로 217운암지 공영주차장,24시간 이용가능,,,"('35.9319357043063', '128.564457843276')","(1096246.3990875531, 1771152.1913108483)"
대구환경공단,대구시_월촌공원주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 상인로 68-4월촌공원주차장,24시간 이용가능,,,"('35.8127833508512', '128.548951259896')","(1094852.3455015547, 1757831.6198154977)"
대구환경공단,대구시_장기공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 장기로 277장기공영주차장,24시간 이용가능,,,"('35.8433494739044', '128.52997479734')","(1093146.347150564, 1761248.7426473957)"
대구환경공단,대구시_저소득층 밀집지구 지식산업센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 알파시티1로 160저소득층 밀집지구 지식산업센터,24시간 이용가능,,,"('35.8353190865256', '128.682449480001')","(1106853.936561387, 1760350.9899290248)"
대구환경공단,대구시_지능형자동차부품진흥원,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 국가산단서로 201,24시간 이용가능,,,"('35.6470856002017', '128.400600453895')","(1081515.4957246804, 1739307.5313678687)"
대구환경공단,대구시_지산2동,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 용학로33길 9대구시_지산2동,09:00~18:00,,,"('35.8231278937731', '128.628018545552')","(1101960.5543443994, 1758988.0822737052)"
대구환경공단,대구시_지저동,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 해동로3길 80대구시_지저동,09:00~18:00,,,"('35.8933922001199', '128.638281822805')","(1102883.2307398387, 1766843.2415645071)"
대구환경공단,대구시_진천삼성래미안,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 상화로8길 23,24시간 이용가능,,,"('35.8076240416081', '128.517686281918')","(1092041.6003104092, 1757254.837690374)"
대구환경공단,대구시_칠성동,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 칠성로19길 4대구시_칠성동,09:00~18:00,,,"('35.8792240825644', '128.600019842249')","(1099443.4497194535, 1765259.3246935436)"
대구환경공단,대구시_침산푸르지오,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 옥산로 103,24시간 이용가능,,,"('35.8845412091585', '128.58659658706')","(1098236.6889151265, 1765853.749922192)"
대구환경공단,대구시_태전2동,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 칠곡중앙대로52길 32대구시_태전2동,09:00~18:00,,,"('35.9214932489939', '128.548764112926')","(1094835.5208472607, 1769984.782791064)"
대구환경공단,대구시_한국도로공사(유천IC),1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 화원읍 성천로 208한국도로공사(유천IC),24시간 이용가능,,,"('35.8108566793231', '128.502351704282')","(1090663.010171022, 1757616.2286369447)"
대구환경공단,대구시_효목2동,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 화랑로25길 45대구시_효목2동,09:00~18:00,,,"('35.8781605563578', '128.641240971753')","(1103149.260470656, 1765140.4283691202)"
대구환경공단,대구시민운동장,1,DC콤보,대구광역시 ,북구 ,대구광역시 북구 고성로 191대구시민운동장(고성동3가 2),24시간 이용가능,,,"('35.883019345454', '128.586154300416')","(1098196.927010974, 1765683.6140105284)"
대구환경공단,대구은행 본리동지점,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 구마로180 (주차장 입구 우측),24시간 이용가능,,,"('35.8369031361309', '128.547412875393')","(1094714.0435700144, 1760528.0778790964)"
대구환경공단,대구은행 시지지점,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로3196 (주차장 입구),24시간 이용가능,,,"('35.8401343543961', '128.70616485053')","(1108985.9663270097, 1760889.310139061)"
대구환경공단,대구은행 제2본점영업부,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 옥산로111 (지하 1층),24시간 이용가능,,,"('35.8844530812501', '128.588218752496')","(1098382.5228159756, 1765843.8977113836)"
대구환경공단,대구은행 파동지점,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 수성로5 (입구 좌측),24시간 이용가능,,,"('35.8259864765379', '128.60987433848')","(1100329.3763915265, 1759307.6559538697)"
대구환경공단,대구의료원,1,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 평리로 157(서구 중리동 1162),24시간,,,"('35.8593302246006', '128.541608551453')","(1094192.2304533161, 1763035.3018384262)"
대구환경공단,대구지식서비스센터,1,AC완속,대구광역시 ,동구 ,대구광역시 동구 동대구로 481건물앞 도로변,24시간 이용가능,,,"('35.873248327117', '128.624802152695')","(1101671.3981914015, 1764591.2684162846)"
대구환경공단,대구체육관 주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 대구체육관로39 (주차장 입구 자율방범대 건물앞),24시간 이용가능,,,"('35.8937540995962', '128.603010144608')","(1099712.280165505, 1766883.6999164275)"
대구환경공단,대구환경공단(달서천),1,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 염색공단로 130 (입구 좌측)(서구 비산동 3016 (입구 좌측)),24시간 이용가능,, ,"('35.8716675785129', '128.559154246786')","(1095769.6017477144, 1764414.5494998177)"
대구환경공단,대구환경공단(본부),1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 달서대로210 (입구 좌측)(달서구 대천동 770 (입구 좌측)),24시간 이용가능,, ,"('35.8205984652323', '128.496650615895')","(1090150.4780086975, 1758705.3062080794)"
대구환경공단,대구환경공단(지산)-두산동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 무학로 112 (입구 좌측)(수성구 두산동 499-4 (입구 좌측)),24시간 이용가능,, ,"('35.8293753573121', '128.620578204889')","(1101291.6620856633, 1759686.5140068834)"
대구환경공단,대덕승마장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 앞산순환로 206대덕승마장(송현동 694),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8219776696513', '128.553935252128')","(1095300.4101766264, 1758859.4936037725)"
대구환경공단,대명5동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 대명로58길11 (건물 앞),24시간 이용가능,,,"('35.843233264808', '128.587803901525')","(1098345.2273995965, 1761235.7511156963)"
대구환경공단,대명9동행정복지센터,1,AC완속,대구광역시 ,남구 ,대구광역시 남구 큰골길 53대명9동행정복지센터(2680-7 대명9동주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8372536032388', '128.579037919411')","(1097557.1589707644, 1760567.25815571)"
대구환경공단,도원동행정복지센터,1,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 한실로 53도원동행정복지센터(1429-5 도원동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8074824851772', '128.532188993942')","(1093345.4051014653, 1757239.0124674237)"
대구환경공단,동구청,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 아양로 207(동구 신암동 13150),24시간,,,"('35.8868105755475', '128.636075097087')","(1102684.844427064, 1766107.452483302)"
대구환경공단,동대구복합환승센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 동부로 153별관2층(D15-18)(동구 신천동 329-19),24시간,,,"('35.8749237745493', '128.61226103042')","(1100543.941803912, 1764778.574135908)"
대구환경공단,동림플라자,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 한강로8길 20동림플라자(금호동 802),24시간 이용가능,"마트(쇼핑몰) 이용자, 상가 입주자로 사용 제한",,"('35.8954768635782', '128.517555823829')","(1092029.8720294384, 1767076.295363571)"
대구환경공단,동인동행정복지센터,1,AC완속,대구광역시 ,중구 ,대구광역시 중구 국채보상로142길 19-5동인동행정복지센터(318-5 동인동주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8679043722422', '128.609127380318')","(1100262.2242872347, 1763993.8439348247)"
대구환경공단,동촌유원지 입구 주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 효목동1025 (입구 진입후 주차장 2시방향 끝부분),24시간 이용가능,,,"('35.8789004833216', '128.649842590866')","(1103922.5525412576, 1765223.1480950583)"
대구환경공단,두류12동행정복지센터,1,AC완속,대구광역시 ,달서구 ,"대구광역시 달서구 성당로51길 32두류1,2동행정복지센터(841-6 두류1,2동행정복지센터)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8556907653747', '128.572199954913')","(1096942.4207853253, 1762628.430505908)"
대구환경공단,두류공원,1,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 공원순환로 216(달서구 성당동 195-11),24시간,,,"('35.8445438360288', '128.561592946367')","(1095988.8426864026, 1761382.2657009326)"
대구환경공단,두산오거리,1,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 두산동 954도로변,24시간,,,"('35.8398912096098', '128.61866345297')","(1101119.5244384734, 1760862.1279020705)"
대구환경공단,만촌2동행정복지센터,1,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 무열로 12만촌2동행정복지센터(만촌2동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8598590850532', '128.647226303335')","(1103687.346311412, 1763094.4255004078)"
대구환경공단,만촌3동행정복지센터,1,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 교학로2길 45만촌3동행정복지센터(만촌3동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8555073897405', '128.650568744125')","(1103987.8342690165, 1762607.93012824)"
대구환경공단,매천역환승공영주차장,1,AC완속,대구광역시 ,북구 ,대구광역시 북구 태전동 ,24시간,,,"('35.9240998152356', '128.543249823001')","(1094339.7820080973, 1770276.182423326)"
대구환경공단,명복공원 주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 541길 47 (입구 진입후 죄회전 식당 주차장),24시간 이용가능,,,"('35.8578117016713', '128.659240767436')","(1104767.4557303216, 1762865.5394068798)"
대구환경공단,문양역 야외주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 다사읍 문양리 470 (입구 좌측)(다사읍 문양리 470 (입구 좌측)),24시간 이용가능,, ,"('35.8636417551148', '128.438062094061')","(1084883.3255380604, 1763517.307009146)"
대구환경공단,반야월공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 신기동 174  (입구 우측),24시간 이용가능,,"충전 1시간 무료, 주차요금 60%감면","('35.872373949757', '128.701948164106')","(1108606.8830250106, 1764493.5178826188)"
대구환경공단,복현2동행정복지센터,1,AC완속,대구광역시 ,북구 ,대구광역시 북구 복현로8길 16-5복현2동행정복지센터(복현2동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8953628325238', '128.625489605042')","(1101733.200677871, 1767063.5473248726)"
대구환경공단,복현장미공원,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 경진로남1길 40(1층 주차장 진입 후 우측)(북구 복현동  439-1(1층 주차장 진입 후 우측)),24시간 이용가능,,"충전 1시간 무료, 주차요금 60%감면","('35.8933675729543', '128.617312262587')","(1100998.0514000473, 1766840.4883841411)"
대구환경공단,본동행정복지센터,1,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 구마로26길 62본동행정복지센터(867-3 본동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8344407802131', '128.541042383177')","(1094141.3314966531, 1760252.8001602856)"
대구환경공단,봉덕2동행정복지센터,1,AC완속,대구광역시 ,남구 ,대구광역시 남구 이천로10길 50봉덕2동행정복지센터(540-1 봉덕2동주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8438284757567', '128.601112176994')","(1099541.6514400437, 1761302.2923947151)"
대구환경공단,북구청,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 옥산로 65(북구 침산3동 447-16),24시간,,,"('35.8856842974977', '128.58278016173')","(1097893.5893885184, 1765981.5408512526)"
대구환경공단,불로봉무동행정복지센터,1,AC완속,대구광역시 ,동구 ,대구광역시 동구 팔공로25길 16불로봉무동행정복지센터(434 불로봉무동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.9103826912387', '128.639285315038')","(1102973.4454513357, 1768742.684127968)"
대구환경공단,비산1동행정복지센터,1,AC완속,대구광역시 ,서구 ,대구광역시 서구 북비산로65길 18비산1동행정복지센터(비산1동 주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8811708381801', '128.568969860749')","(1096652.0328744561, 1765476.961161569)"
대구환경공단,비산4동행정복지센터,1,AC완속,대구광역시 ,서구 ,대구광역시 서구 국채보상로78길 29-4비산4동행정복지센터(비산4동 주민센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8698399024218', '128.574054059902')","(1097109.1062275923, 1764210.2254614262)"
대구환경공단,비슬산자연휴양림공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 유가면 휴양림길236 (입구 좌측)(유가면 용리 15 (입구 좌측)),24시간 이용가능,,"충전 1시간 무료, 주차요금 60%감면","('35.6933423054273', '128.505800646317')","(1090973.0726711848, 1744478.7741610643)"
대구환경공단,산격2동행정복지센터,1,AC완속,대구광역시 ,북구 ,대구광역시 북구 동북로31길 30산격2동행정복지센터(산격2동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.9017327781897', '128.609254354326')","(1100273.6393466864, 1767775.671879727)"
대구환경공단,상공회의소,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 동대구로 457건물앞 도로변,24시간 이용가능,,,"('35.871074871034', '128.624968679645')","(1101686.369090286, 1764348.2880948216)"
대구환경공단,상동행정복지센터,1,AC완속,대구광역시 ,수성구 ,대구광역시 수성구 들안로9길 56상동행정복지센터(상동 행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.8321267022918', '128.615461078377')","(1100831.6285380234, 1759994.099098136)"
대구환경공단,상인1동행정복지센터,1,AC완속,대구광역시 ,달서구 ,대구광역시 달서구 상인서로 40상인1동행정복지센터(1528 상인1동행정복지센터),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,"('35.814264399839', '128.545009908346')","(1094498.0150131863, 1757997.1928684674)"
