index,geometry,id,gid,sgg_nm_k,sgg_nm_e,sgg_cd,sido_nm_k,sido_nm_e,sido_cd,value,stats_year,raw_d_year
124669,"POLYGON ((978000 1828500, 978000 1829000, 978500 1829000, 978500 1828500, 978000 1828500))",124670,다바78a28b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.703,2020,202010
124670,"POLYGON ((978000 1829000, 978000 1829500, 978500 1829500, 978500 1829000, 978000 1829000))",124671,다바78a29a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.293,2020,202010
124671,"POLYGON ((978000 1829500, 978000 1830000, 978500 1830000, 978500 1829500, 978000 1829500))",124672,다바78a29b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.06,2020,202010
124672,"POLYGON ((978000 1830000, 978000 1830500, 978500 1830500, 978500 1830000, 978000 1830000))",124673,다바78a30a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.248,2020,202010
124673,"POLYGON ((978000 1830500, 978000 1831000, 978500 1831000, 978500 1830500, 978000 1830500))",124674,다바78a30b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.732,2020,202010
124674,"POLYGON ((978000 1831000, 978000 1831500, 978500 1831500, 978500 1831000, 978000 1831000))",124675,다바78a31a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.224,2020,202010
124675,"POLYGON ((978000 1831500, 978000 1832000, 978500 1832000, 978500 1831500, 978000 1831500))",124676,다바78a31b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.44,2020,202010
124676,"POLYGON ((978000 1832000, 978000 1832500, 978500 1832500, 978500 1832000, 978000 1832000))",124677,다바78a32a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.839,2020,202010
124677,"POLYGON ((978000 1832500, 978000 1833000, 978500 1833000, 978500 1832500, 978000 1832500))",124678,다바78a32b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.235,2020,202010
124678,"POLYGON ((978000 1833000, 978000 1833500, 978500 1833500, 978500 1833000, 978000 1833000))",124679,다바78a33a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.832,2020,202010
124679,"POLYGON ((978000 1833500, 978000 1834000, 978500 1834000, 978500 1833500, 978000 1833500))",124680,다바78a33b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.334,2020,202010
124680,"POLYGON ((978000 1834000, 978000 1834500, 978500 1834500, 978500 1834000, 978000 1834000))",124681,다바78a34a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.88,2020,202010
124681,"POLYGON ((978000 1834500, 978000 1835000, 978500 1835000, 978500 1834500, 978000 1834500))",124682,다바78a34b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.654,2020,202010
124682,"POLYGON ((978000 1835000, 978000 1835500, 978500 1835500, 978500 1835000, 978000 1835000))",124683,다바78a35a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.556,2020,202010
124683,"POLYGON ((978000 1835500, 978000 1836000, 978500 1836000, 978500 1835500, 978000 1835500))",124684,다바78a35b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.491,2020,202010
124684,"POLYGON ((978000 1836000, 978000 1836500, 978500 1836500, 978500 1836000, 978000 1836000))",124685,다바78a36a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.76,2020,202010
124685,"POLYGON ((978000 1836500, 978000 1837000, 978500 1837000, 978500 1836500, 978000 1836500))",124686,다바78a36b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.354,2020,202010
124686,"POLYGON ((978000 1837000, 978000 1837500, 978500 1837500, 978500 1837000, 978000 1837000))",124687,다바78a37a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.163,2020,202010
124687,"POLYGON ((978000 1837500, 978000 1838000, 978500 1838000, 978500 1837500, 978000 1837500))",124688,다바78a37b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.267,2020,202010
124688,"POLYGON ((978000 1838000, 978000 1838500, 978500 1838500, 978500 1838000, 978000 1838000))",124689,다바78a38a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.678,2020,202010
124689,"POLYGON ((978000 1838500, 978000 1839000, 978500 1839000, 978500 1838500, 978000 1838500))",124690,다바78a38b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.734,2020,202010
124690,"POLYGON ((978000 1839000, 978000 1839500, 978500 1839500, 978500 1839000, 978000 1839000))",124691,다바78a39a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.127,2020,202010
124691,"POLYGON ((978000 1839500, 978000 1840000, 978500 1840000, 978500 1839500, 978000 1839500))",124692,다바78a39b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.975,2020,202010
124692,"POLYGON ((978000 1840000, 978000 1840500, 978500 1840500, 978500 1840000, 978000 1840000))",124693,다바78a40a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.45,2020,202010
124693,"POLYGON ((978000 1840500, 978000 1841000, 978500 1841000, 978500 1840500, 978000 1840500))",124694,다바78a40b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.4,2020,202010
124694,"POLYGON ((978000 1841000, 978000 1841500, 978500 1841500, 978500 1841000, 978000 1841000))",124695,다바78a41a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.713,2020,202010
124695,"POLYGON ((978000 1841500, 978000 1842000, 978500 1842000, 978500 1841500, 978000 1841500))",124696,다바78a41b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.117,2020,202010
124696,"POLYGON ((978000 1842000, 978000 1842500, 978500 1842500, 978500 1842000, 978000 1842000))",124697,다바78a42a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.445,2020,202010
124697,"POLYGON ((978000 1842500, 978000 1843000, 978500 1843000, 978500 1842500, 978000 1842500))",124698,다바78a42b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.936,2020,202010
124698,"POLYGON ((978000 1843000, 978000 1843500, 978500 1843500, 978500 1843000, 978000 1843000))",124699,다바78a43a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.55,2020,202010
124699,"POLYGON ((978000 1843500, 978000 1844000, 978500 1844000, 978500 1843500, 978000 1843500))",124700,다바78a43b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.557,2020,202010
124700,"POLYGON ((978000 1844000, 978000 1844500, 978500 1844500, 978500 1844000, 978000 1844000))",124701,다바78a44a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.185,2020,202010
124701,"POLYGON ((978000 1844500, 978000 1845000, 978500 1845000, 978500 1844500, 978000 1844500))",124702,다바78a44b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.917,2020,202010
124702,"POLYGON ((978000 1845000, 978000 1845500, 978500 1845500, 978500 1845000, 978000 1845000))",124703,다바78a45a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.409,2020,202010
124703,"POLYGON ((978000 1845500, 978000 1846000, 978500 1846000, 978500 1845500, 978000 1845500))",124704,다바78a45b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.713,2020,202010
124704,"POLYGON ((978000 1846000, 978000 1846500, 978500 1846500, 978500 1846000, 978000 1846000))",124705,다바78a46a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.592,2020,202010
124705,"POLYGON ((978000 1846500, 978000 1847000, 978500 1847000, 978500 1846500, 978000 1846500))",124706,다바78a46b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.252,2020,202010
124706,"POLYGON ((978000 1847000, 978000 1847500, 978500 1847500, 978500 1847000, 978000 1847000))",124707,다바78a47a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.661,2020,202010
124707,"POLYGON ((978000 1847500, 978000 1848000, 978500 1848000, 978500 1847500, 978000 1847500))",124708,다바78a47b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.221,2020,202010
124708,"POLYGON ((978000 1848000, 978000 1848500, 978500 1848500, 978500 1848000, 978000 1848000))",124709,다바78a48a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.336,2020,202010
124709,"POLYGON ((978000 1848500, 978000 1849000, 978500 1849000, 978500 1848500, 978000 1848500))",124710,다바78a48b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.691,2020,202010
124710,"POLYGON ((978000 1849000, 978000 1849500, 978500 1849500, 978500 1849000, 978000 1849000))",124711,다바78a49a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.242,2020,202010
124711,"POLYGON ((978000 1849500, 978000 1850000, 978500 1850000, 978500 1849500, 978000 1849500))",124712,다바78a49b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.004,2020,202010
124712,"POLYGON ((978000 1850000, 978000 1850500, 978500 1850500, 978500 1850000, 978000 1850000))",124713,다바78a50a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.242,2020,202010
124713,"POLYGON ((978000 1850500, 978000 1851000, 978500 1851000, 978500 1850500, 978000 1850500))",124714,다바78a50b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.428,2020,202010
124714,"POLYGON ((978000 1851000, 978000 1851500, 978500 1851500, 978500 1851000, 978000 1851000))",124715,다바78a51a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.204,2020,202010
124715,"POLYGON ((978000 1851500, 978000 1852000, 978500 1852000, 978500 1851500, 978000 1851500))",124716,다바78a51b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.857,2020,202010
124716,"POLYGON ((978000 1852000, 978000 1852500, 978500 1852500, 978500 1852000, 978000 1852000))",124717,다바78a52a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.313,2020,202010
124717,"POLYGON ((978000 1852500, 978000 1853000, 978500 1853000, 978500 1852500, 978000 1852500))",124718,다바78a52b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.71,2020,202010
124718,"POLYGON ((978000 1853000, 978000 1853500, 978500 1853500, 978500 1853000, 978000 1853000))",124719,다바78a53a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.408,2020,202010
124719,"POLYGON ((978000 1853500, 978000 1854000, 978500 1854000, 978500 1853500, 978000 1853500))",124720,다바78a53b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,11.191,2020,202010
124720,"POLYGON ((978000 1854000, 978000 1854500, 978500 1854500, 978500 1854000, 978000 1854000))",124721,다바78a54a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,11.812,2020,202010
124721,"POLYGON ((978000 1854500, 978000 1855000, 978500 1855000, 978500 1854500, 978000 1854500))",124722,다바78a54b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,12.136,2020,202010
124861,"POLYGON ((978500 1824500, 978500 1825000, 979000 1825000, 979000 1824500, 978500 1824500))",124862,다바78b24b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.968,2020,202010
124862,"POLYGON ((978500 1825000, 978500 1825500, 979000 1825500, 979000 1825000, 978500 1825000))",124863,다바78b25a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.973,2020,202010
124863,"POLYGON ((978500 1825500, 978500 1826000, 979000 1826000, 979000 1825500, 978500 1825500))",124864,다바78b25b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.584,2020,202010
124864,"POLYGON ((978500 1826000, 978500 1826500, 979000 1826500, 979000 1826000, 978500 1826000))",124865,다바78b26a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.981,2020,202010
124865,"POLYGON ((978500 1826500, 978500 1827000, 979000 1827000, 979000 1826500, 978500 1826500))",124866,다바78b26b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.423,2020,202010
124866,"POLYGON ((978500 1827000, 978500 1827500, 979000 1827500, 979000 1827000, 978500 1827000))",124867,다바78b27a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.921,2020,202010
124867,"POLYGON ((978500 1827500, 978500 1828000, 979000 1828000, 979000 1827500, 978500 1827500))",124868,다바78b27b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.431,2020,202010
124868,"POLYGON ((978500 1828000, 978500 1828500, 979000 1828500, 979000 1828000, 978500 1828000))",124869,다바78b28a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.893,2020,202010
124869,"POLYGON ((978500 1828500, 978500 1829000, 979000 1829000, 979000 1828500, 978500 1828500))",124870,다바78b28b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.731,2020,202010
124870,"POLYGON ((978500 1829000, 978500 1829500, 979000 1829500, 979000 1829000, 978500 1829000))",124871,다바78b29a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.201,2020,202010
124871,"POLYGON ((978500 1829500, 978500 1830000, 979000 1830000, 979000 1829500, 978500 1829500))",124872,다바78b29b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.707,2020,202010
124872,"POLYGON ((978500 1830000, 978500 1830500, 979000 1830500, 979000 1830000, 978500 1830000))",124873,다바78b30a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.457,2020,202010
124873,"POLYGON ((978500 1830500, 978500 1831000, 979000 1831000, 979000 1830500, 978500 1830500))",124874,다바78b30b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.355,2020,202010
124874,"POLYGON ((978500 1831000, 978500 1831500, 979000 1831500, 979000 1831000, 978500 1831000))",124875,다바78b31a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.947,2020,202010
124875,"POLYGON ((978500 1831500, 978500 1832000, 979000 1832000, 979000 1831500, 978500 1831500))",124876,다바78b31b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.45,2020,202010
124876,"POLYGON ((978500 1832000, 978500 1832500, 979000 1832500, 979000 1832000, 978500 1832000))",124877,다바78b32a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.288,2020,202010
124877,"POLYGON ((978500 1832500, 978500 1833000, 979000 1833000, 979000 1832500, 978500 1832500))",124878,다바78b32b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.892,2020,202010
124878,"POLYGON ((978500 1833000, 978500 1833500, 979000 1833500, 979000 1833000, 978500 1833000))",124879,다바78b33a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.682,2020,202010
124879,"POLYGON ((978500 1833500, 978500 1834000, 979000 1834000, 979000 1833500, 978500 1833500))",124880,다바78b33b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.202,2020,202010
124880,"POLYGON ((978500 1834000, 978500 1834500, 979000 1834500, 979000 1834000, 978500 1834000))",124881,다바78b34a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.47,2020,202010
124881,"POLYGON ((978500 1834500, 978500 1835000, 979000 1835000, 979000 1834500, 978500 1834500))",124882,다바78b34b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.151,2020,202010
124882,"POLYGON ((978500 1835000, 978500 1835500, 979000 1835500, 979000 1835000, 978500 1835000))",124883,다바78b35a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.247,2020,202010
124883,"POLYGON ((978500 1835500, 978500 1836000, 979000 1836000, 979000 1835500, 978500 1835500))",124884,다바78b35b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.823,2020,202010
124884,"POLYGON ((978500 1836000, 978500 1836500, 979000 1836500, 979000 1836000, 978500 1836000))",124885,다바78b36a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.012,2020,202010
124885,"POLYGON ((978500 1836500, 978500 1837000, 979000 1837000, 979000 1836500, 978500 1836500))",124886,다바78b36b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.394,2020,202010
124886,"POLYGON ((978500 1837000, 978500 1837500, 979000 1837500, 979000 1837000, 978500 1837000))",124887,다바78b37a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.058,2020,202010
124887,"POLYGON ((978500 1837500, 978500 1838000, 979000 1838000, 979000 1837500, 978500 1837500))",124888,다바78b37b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.615,2020,202010
124888,"POLYGON ((978500 1838000, 978500 1838500, 979000 1838500, 979000 1838000, 978500 1838000))",124889,다바78b38a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.667,2020,202010
124889,"POLYGON ((978500 1838500, 978500 1839000, 979000 1839000, 979000 1838500, 978500 1838500))",124890,다바78b38b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.456,2020,202010
124890,"POLYGON ((978500 1839000, 978500 1839500, 979000 1839500, 979000 1839000, 978500 1839000))",124891,다바78b39a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.967,2020,202010
124891,"POLYGON ((978500 1839500, 978500 1840000, 979000 1840000, 979000 1839500, 978500 1839500))",124892,다바78b39b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.552,2020,202010
124892,"POLYGON ((978500 1840000, 978500 1840500, 979000 1840500, 979000 1840000, 978500 1840000))",124893,다바78b40a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.502,2020,202010
124893,"POLYGON ((978500 1840500, 978500 1841000, 979000 1841000, 979000 1840500, 978500 1840500))",124894,다바78b40b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.236,2020,202010
124894,"POLYGON ((978500 1841000, 978500 1841500, 979000 1841500, 979000 1841000, 978500 1841000))",124895,다바78b41a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.65,2020,202010
124895,"POLYGON ((978500 1841500, 978500 1842000, 979000 1842000, 979000 1841500, 978500 1841500))",124896,다바78b41b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.47,2020,202010
124896,"POLYGON ((978500 1842000, 978500 1842500, 979000 1842500, 979000 1842000, 978500 1842000))",124897,다바78b42a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.584,2020,202010
124897,"POLYGON ((978500 1842500, 978500 1843000, 979000 1843000, 979000 1842500, 978500 1842500))",124898,다바78b42b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.698,2020,202010
124898,"POLYGON ((978500 1843000, 978500 1843500, 979000 1843500, 979000 1843000, 978500 1843000))",124899,다바78b43a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.504,2020,202010
124899,"POLYGON ((978500 1843500, 978500 1844000, 979000 1844000, 979000 1843500, 978500 1843500))",124900,다바78b43b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.819,2020,202010
124900,"POLYGON ((978500 1844000, 978500 1844500, 979000 1844500, 979000 1844000, 978500 1844000))",124901,다바78b44a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.367,2020,202010
124901,"POLYGON ((978500 1844500, 978500 1845000, 979000 1845000, 979000 1844500, 978500 1844500))",124902,다바78b44b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.082,2020,202010
124902,"POLYGON ((978500 1845000, 978500 1845500, 979000 1845500, 979000 1845000, 978500 1845000))",124903,다바78b45a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.746,2020,202010
124903,"POLYGON ((978500 1845500, 978500 1846000, 979000 1846000, 979000 1845500, 978500 1845500))",124904,다바78b45b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.994,2020,202010
124904,"POLYGON ((978500 1846000, 978500 1846500, 979000 1846500, 979000 1846000, 978500 1846000))",124905,다바78b46a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.04,2020,202010
124905,"POLYGON ((978500 1846500, 978500 1847000, 979000 1847000, 979000 1846500, 978500 1846500))",124906,다바78b46b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.388,2020,202010
124906,"POLYGON ((978500 1847000, 978500 1847500, 979000 1847500, 979000 1847000, 978500 1847000))",124907,다바78b47a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.096,2020,202010
124907,"POLYGON ((978500 1847500, 978500 1848000, 979000 1848000, 979000 1847500, 978500 1847500))",124908,다바78b47b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.611,2020,202010
124908,"POLYGON ((978500 1848000, 978500 1848500, 979000 1848500, 979000 1848000, 978500 1848000))",124909,다바78b48a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.906,2020,202010
124909,"POLYGON ((978500 1848500, 978500 1849000, 979000 1849000, 979000 1848500, 978500 1848500))",124910,다바78b48b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.153,2020,202010
124910,"POLYGON ((978500 1849000, 978500 1849500, 979000 1849500, 979000 1849000, 978500 1849000))",124911,다바78b49a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.204,2020,202010
124911,"POLYGON ((978500 1849500, 978500 1850000, 979000 1850000, 979000 1849500, 978500 1849500))",124912,다바78b49b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.86,2020,202010
124912,"POLYGON ((978500 1850000, 978500 1850500, 979000 1850500, 979000 1850000, 978500 1850000))",124913,다바78b50a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.408,2020,202010
124913,"POLYGON ((978500 1850500, 978500 1851000, 979000 1851000, 979000 1850500, 978500 1850500))",124914,다바78b50b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.839,2020,202010
124914,"POLYGON ((978500 1851000, 978500 1851500, 979000 1851500, 979000 1851000, 978500 1851000))",124915,다바78b51a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.377,2020,202010
124915,"POLYGON ((978500 1851500, 978500 1852000, 979000 1852000, 979000 1851500, 978500 1851500))",124916,다바78b51b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.682,2020,202010
124916,"POLYGON ((978500 1852000, 978500 1852500, 979000 1852500, 979000 1852000, 978500 1852000))",124917,다바78b52a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.816,2020,202010
124917,"POLYGON ((978500 1852500, 978500 1853000, 979000 1853000, 979000 1852500, 978500 1852500))",124918,다바78b52b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.266,2020,202010
124918,"POLYGON ((978500 1853000, 978500 1853500, 979000 1853500, 979000 1853000, 978500 1853000))",124919,다바78b53a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,10.167,2020,202010
124919,"POLYGON ((978500 1853500, 978500 1854000, 979000 1854000, 979000 1853500, 978500 1853500))",124920,다바78b53b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,9.884,2020,202010
124920,"POLYGON ((978500 1854000, 978500 1854500, 979000 1854500, 979000 1854000, 978500 1854000))",124921,다바78b54a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,11.193,2020,202010
124921,"POLYGON ((978500 1854500, 978500 1855000, 979000 1855000, 979000 1854500, 978500 1854500))",124922,다바78b54b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,11.198,2020,202010
125061,"POLYGON ((979000 1824500, 979000 1825000, 979500 1825000, 979500 1824500, 979000 1824500))",125062,다바79a24b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.926,2020,202010
125062,"POLYGON ((979000 1825000, 979000 1825500, 979500 1825500, 979500 1825000, 979000 1825000))",125063,다바79a25a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.152,2020,202010
125063,"POLYGON ((979000 1825500, 979000 1826000, 979500 1826000, 979500 1825500, 979000 1825500))",125064,다바79a25b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.233,2020,202010
125064,"POLYGON ((979000 1826000, 979000 1826500, 979500 1826500, 979500 1826000, 979000 1826000))",125065,다바79a26a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.731,2020,202010
125065,"POLYGON ((979000 1826500, 979000 1827000, 979500 1827000, 979500 1826500, 979000 1826500))",125066,다바79a26b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.175,2020,202010
125066,"POLYGON ((979000 1827000, 979000 1827500, 979500 1827500, 979500 1827000, 979000 1827000))",125067,다바79a27a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.861,2020,202010
125067,"POLYGON ((979000 1827500, 979000 1828000, 979500 1828000, 979500 1827500, 979000 1827500))",125068,다바79a27b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.129,2020,202010
125068,"POLYGON ((979000 1828000, 979000 1828500, 979500 1828500, 979500 1828000, 979000 1828000))",125069,다바79a28a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.853,2020,202010
125069,"POLYGON ((979000 1828500, 979000 1829000, 979500 1829000, 979500 1828500, 979000 1828500))",125070,다바79a28b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.335,2020,202010
125070,"POLYGON ((979000 1829000, 979000 1829500, 979500 1829500, 979500 1829000, 979000 1829000))",125071,다바79a29a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.176,2020,202010
125071,"POLYGON ((979000 1829500, 979000 1830000, 979500 1830000, 979500 1829500, 979000 1829500))",125072,다바79a29b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.856,2020,202010
125072,"POLYGON ((979000 1830000, 979000 1830500, 979500 1830500, 979500 1830000, 979000 1830000))",125073,다바79a30a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.205,2020,202010
125073,"POLYGON ((979000 1830500, 979000 1831000, 979500 1831000, 979500 1830500, 979000 1830500))",125074,다바79a30b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.204,2020,202010
125074,"POLYGON ((979000 1831000, 979000 1831500, 979500 1831500, 979500 1831000, 979000 1831000))",125075,다바79a31a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.604,2020,202010
125075,"POLYGON ((979000 1831500, 979000 1832000, 979500 1832000, 979500 1831500, 979000 1831500))",125076,다바79a31b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.059,2020,202010
125076,"POLYGON ((979000 1832000, 979000 1832500, 979500 1832500, 979500 1832000, 979000 1832000))",125077,다바79a32a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.559,2020,202010
125077,"POLYGON ((979000 1832500, 979000 1833000, 979500 1833000, 979500 1832500, 979000 1832500))",125078,다바79a32b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.802,2020,202010
