index,geometry,id,gid,sgg_nm_k,sgg_nm_e,sgg_cd,sido_nm_k,sido_nm_e,sido_cd,value,stats_year,raw_d_year
122504,"POLYGON ((972500 1846000, 972500 1846500, 973000 1846500, 973000 1846000, 972500 1846000))",122505,다바72b46a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,11.607,2020,202010
122505,"POLYGON ((972500 1846500, 972500 1847000, 973000 1847000, 973000 1846500, 972500 1846500))",122506,다바72b46b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,12.23,2020,202010
122506,"POLYGON ((972500 1847000, 972500 1847500, 973000 1847500, 973000 1847000, 972500 1847000))",122507,다바72b47a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,13.204,2020,202010
122507,"POLYGON ((972500 1847500, 972500 1848000, 973000 1848000, 973000 1847500, 972500 1847500))",122508,다바72b47b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,13.242,2020,202010
122508,"POLYGON ((972500 1848000, 972500 1848500, 973000 1848500, 973000 1848000, 972500 1848000))",122509,다바72b48a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,9.753,2020,202010
122509,"POLYGON ((972500 1848500, 972500 1849000, 973000 1849000, 973000 1848500, 972500 1848500))",122510,다바72b48b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.602,2020,202010
122510,"POLYGON ((972500 1849000, 972500 1849500, 973000 1849500, 973000 1849000, 972500 1849000))",122511,다바72b49a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.125,2020,202010
122511,"POLYGON ((972500 1849500, 972500 1850000, 973000 1850000, 973000 1849500, 972500 1849500))",122512,다바72b49b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.146,2020,202010
122512,"POLYGON ((972500 1850000, 972500 1850500, 973000 1850500, 973000 1850000, 972500 1850000))",122513,다바72b50a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.92,2020,202010
122513,"POLYGON ((972500 1850500, 972500 1851000, 973000 1851000, 973000 1850500, 972500 1850500))",122514,다바72b50b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.763,2020,202010
122514,"POLYGON ((972500 1851000, 972500 1851500, 973000 1851500, 973000 1851000, 972500 1851000))",122515,다바72b51a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.692,2020,202010
122515,"POLYGON ((972500 1851500, 972500 1852000, 973000 1852000, 973000 1851500, 972500 1851500))",122516,다바72b51b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.51,2020,202010
122516,"POLYGON ((972500 1852000, 972500 1852500, 973000 1852500, 973000 1852000, 972500 1852000))",122517,다바72b52a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.972,2020,202010
122517,"POLYGON ((972500 1852500, 972500 1853000, 973000 1853000, 973000 1852500, 972500 1852500))",122518,다바72b52b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.771,2020,202010
122518,"POLYGON ((972500 1853000, 972500 1853500, 973000 1853500, 973000 1853000, 972500 1853000))",122519,다바72b53a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.85,2020,202010
122519,"POLYGON ((972500 1853500, 972500 1854000, 973000 1854000, 973000 1853500, 972500 1853500))",122520,다바72b53b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.336,2020,202010
122520,"POLYGON ((972500 1854000, 972500 1854500, 973000 1854500, 973000 1854000, 972500 1854000))",122521,다바72b54a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.74,2020,202010
122521,"POLYGON ((972500 1854500, 972500 1855000, 973000 1855000, 973000 1854500, 972500 1854500))",122522,다바72b54b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.689,2020,202010
122522,"POLYGON ((972500 1855000, 972500 1855500, 973000 1855500, 973000 1855000, 972500 1855000))",122523,다바72b55a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.756,2020,202010
122523,"POLYGON ((972500 1855500, 972500 1856000, 973000 1856000, 973000 1855500, 972500 1855500))",122524,다바72b55b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.585,2020,202010
122524,"POLYGON ((972500 1856000, 972500 1856500, 973000 1856500, 973000 1856000, 972500 1856000))",122525,다바72b56a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.34,2020,202010
122525,"POLYGON ((972500 1856500, 972500 1857000, 973000 1857000, 973000 1856500, 972500 1856500))",122526,다바72b56b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.69,2020,202010
122526,"POLYGON ((972500 1857000, 972500 1857500, 973000 1857500, 973000 1857000, 972500 1857000))",122527,다바72b57a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.526,2020,202010
122527,"POLYGON ((972500 1857500, 972500 1858000, 973000 1858000, 973000 1857500, 972500 1857500))",122528,다바72b57b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.485,2020,202010
122528,"POLYGON ((972500 1858000, 972500 1858500, 973000 1858500, 973000 1858000, 972500 1858000))",122529,다바72b58a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.594,2020,202010
122529,"POLYGON ((972500 1858500, 972500 1859000, 973000 1859000, 973000 1858500, 972500 1858500))",122530,다바72b58b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.881,2020,202010
122666,"POLYGON ((973000 1827000, 973000 1827500, 973500 1827500, 973500 1827000, 973000 1827000))",122667,다바73a27a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.466,2020,202010
122667,"POLYGON ((973000 1827500, 973000 1828000, 973500 1828000, 973500 1827500, 973000 1827500))",122668,다바73a27b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.408,2020,202010
122668,"POLYGON ((973000 1828000, 973000 1828500, 973500 1828500, 973500 1828000, 973000 1828000))",122669,다바73a28a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.871,2020,202010
122672,"POLYGON ((973000 1830000, 973000 1830500, 973500 1830500, 973500 1830000, 973000 1830000))",122673,다바73a30a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.647,2020,202010
122673,"POLYGON ((973000 1830500, 973000 1831000, 973500 1831000, 973500 1830500, 973000 1830500))",122674,다바73a30b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.439,2020,202010
122674,"POLYGON ((973000 1831000, 973000 1831500, 973500 1831500, 973500 1831000, 973000 1831000))",122675,다바73a31a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.083,2020,202010
122675,"POLYGON ((973000 1831500, 973000 1832000, 973500 1832000, 973500 1831500, 973000 1831500))",122676,다바73a31b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.867,2020,202010
122676,"POLYGON ((973000 1832000, 973000 1832500, 973500 1832500, 973500 1832000, 973000 1832000))",122677,다바73a32a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.288,2020,202010
122677,"POLYGON ((973000 1832500, 973000 1833000, 973500 1833000, 973500 1832500, 973000 1832500))",122678,다바73a32b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.137,2020,202010
122678,"POLYGON ((973000 1833000, 973000 1833500, 973500 1833500, 973500 1833000, 973000 1833000))",122679,다바73a33a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.246,2020,202010
122679,"POLYGON ((973000 1833500, 973000 1834000, 973500 1834000, 973500 1833500, 973000 1833500))",122680,다바73a33b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.91,2020,202010
122680,"POLYGON ((973000 1834000, 973000 1834500, 973500 1834500, 973500 1834000, 973000 1834000))",122681,다바73a34a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.095,2020,202010
122681,"POLYGON ((973000 1834500, 973000 1835000, 973500 1835000, 973500 1834500, 973000 1834500))",122682,다바73a34b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.61,2020,202010
122682,"POLYGON ((973000 1835000, 973000 1835500, 973500 1835500, 973500 1835000, 973000 1835000))",122683,다바73a35a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.397,2020,202010
122683,"POLYGON ((973000 1835500, 973000 1836000, 973500 1836000, 973500 1835500, 973000 1835500))",122684,다바73a35b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.0,2020,202010
122684,"POLYGON ((973000 1836000, 973000 1836500, 973500 1836500, 973500 1836000, 973000 1836000))",122685,다바73a36a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.604,2020,202010
122685,"POLYGON ((973000 1836500, 973000 1837000, 973500 1837000, 973500 1836500, 973000 1836500))",122686,다바73a36b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.082,2020,202010
122686,"POLYGON ((973000 1837000, 973000 1837500, 973500 1837500, 973500 1837000, 973000 1837000))",122687,다바73a37a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.182,2020,202010
122687,"POLYGON ((973000 1837500, 973000 1838000, 973500 1838000, 973500 1837500, 973000 1837500))",122688,다바73a37b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.769,2020,202010
122688,"POLYGON ((973000 1838000, 973000 1838500, 973500 1838500, 973500 1838000, 973000 1838000))",122689,다바73a38a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.758,2020,202010
122689,"POLYGON ((973000 1838500, 973000 1839000, 973500 1839000, 973500 1838500, 973000 1838500))",122690,다바73a38b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.522,2020,202010
122690,"POLYGON ((973000 1839000, 973000 1839500, 973500 1839500, 973500 1839000, 973000 1839000))",122691,다바73a39a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.414,2020,202010
122691,"POLYGON ((973000 1839500, 973000 1840000, 973500 1840000, 973500 1839500, 973000 1839500))",122692,다바73a39b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.195,2020,202010
122692,"POLYGON ((973000 1840000, 973000 1840500, 973500 1840500, 973500 1840000, 973000 1840000))",122693,다바73a40a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.793,2020,202010
122693,"POLYGON ((973000 1840500, 973000 1841000, 973500 1841000, 973500 1840500, 973000 1840500))",122694,다바73a40b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.928,2020,202010
122698,"POLYGON ((973000 1843000, 973000 1843500, 973500 1843500, 973500 1843000, 973000 1843000))",122699,다바73a43a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.55,2020,202010
122699,"POLYGON ((973000 1843500, 973000 1844000, 973500 1844000, 973500 1843500, 973000 1843500))",122700,다바73a43b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.907,2020,202010
122700,"POLYGON ((973000 1844000, 973000 1844500, 973500 1844500, 973500 1844000, 973000 1844000))",122701,다바73a44a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,10.101,2020,202010
122701,"POLYGON ((973000 1844500, 973000 1845000, 973500 1845000, 973500 1844500, 973000 1844500))",122702,다바73a44b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,10.234,2020,202010
122702,"POLYGON ((973000 1845000, 973000 1845500, 973500 1845500, 973500 1845000, 973000 1845000))",122703,다바73a45a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,12.377,2020,202010
122703,"POLYGON ((973000 1845500, 973000 1846000, 973500 1846000, 973500 1845500, 973000 1845500))",122704,다바73a45b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,13.007,2020,202010
122704,"POLYGON ((973000 1846000, 973000 1846500, 973500 1846500, 973500 1846000, 973000 1846000))",122705,다바73a46a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,14.234,2020,202010
122705,"POLYGON ((973000 1846500, 973000 1847000, 973500 1847000, 973500 1846500, 973000 1846500))",122706,다바73a46b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,14.005,2020,202010
122706,"POLYGON ((973000 1847000, 973000 1847500, 973500 1847500, 973500 1847000, 973000 1847000))",122707,다바73a47a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,13.97,2020,202010
122707,"POLYGON ((973000 1847500, 973000 1848000, 973500 1848000, 973500 1847500, 973000 1847500))",122708,다바73a47b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,9.504,2020,202010
122708,"POLYGON ((973000 1848000, 973000 1848500, 973500 1848500, 973500 1848000, 973000 1848000))",122709,다바73a48a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,12.338,2020,202010
122709,"POLYGON ((973000 1848500, 973000 1849000, 973500 1849000, 973500 1848500, 973000 1848500))",122710,다바73a48b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.203,2020,202010
122710,"POLYGON ((973000 1849000, 973000 1849500, 973500 1849500, 973500 1849000, 973000 1849000))",122711,다바73a49a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.794,2020,202010
122711,"POLYGON ((973000 1849500, 973000 1850000, 973500 1850000, 973500 1849500, 973000 1849500))",122712,다바73a49b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.686,2020,202010
122712,"POLYGON ((973000 1850000, 973000 1850500, 973500 1850500, 973500 1850000, 973000 1850000))",122713,다바73a50a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.513,2020,202010
122713,"POLYGON ((973000 1850500, 973000 1851000, 973500 1851000, 973500 1850500, 973000 1850500))",122714,다바73a50b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.951,2020,202010
122714,"POLYGON ((973000 1851000, 973000 1851500, 973500 1851500, 973500 1851000, 973000 1851000))",122715,다바73a51a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.923,2020,202010
122715,"POLYGON ((973000 1851500, 973000 1852000, 973500 1852000, 973500 1851500, 973000 1851500))",122716,다바73a51b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.041,2020,202010
122716,"POLYGON ((973000 1852000, 973000 1852500, 973500 1852500, 973500 1852000, 973000 1852000))",122717,다바73a52a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.72,2020,202010
122717,"POLYGON ((973000 1852500, 973000 1853000, 973500 1853000, 973500 1852500, 973000 1852500))",122718,다바73a52b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.112,2020,202010
122718,"POLYGON ((973000 1853000, 973000 1853500, 973500 1853500, 973500 1853000, 973000 1853000))",122719,다바73a53a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.817,2020,202010
122719,"POLYGON ((973000 1853500, 973000 1854000, 973500 1854000, 973500 1853500, 973000 1853500))",122720,다바73a53b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,0.656,2020,202010
122720,"POLYGON ((973000 1854000, 973000 1854500, 973500 1854500, 973500 1854000, 973000 1854000))",122721,다바73a54a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.705,2020,202010
122721,"POLYGON ((973000 1854500, 973000 1855000, 973500 1855000, 973500 1854500, 973000 1854500))",122722,다바73a54b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,1.962,2020,202010
122722,"POLYGON ((973000 1855000, 973000 1855500, 973500 1855500, 973500 1855000, 973000 1855000))",122723,다바73a55a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.089,2020,202010
122723,"POLYGON ((973000 1855500, 973000 1856000, 973500 1856000, 973500 1855500, 973000 1855500))",122724,다바73a55b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.894,2020,202010
122724,"POLYGON ((973000 1856000, 973000 1856500, 973500 1856500, 973500 1856000, 973000 1856000))",122725,다바73a56a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.321,2020,202010
122725,"POLYGON ((973000 1856500, 973000 1857000, 973500 1857000, 973500 1856500, 973000 1856500))",122726,다바73a56b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.094,2020,202010
122726,"POLYGON ((973000 1857000, 973000 1857500, 973500 1857500, 973500 1857000, 973000 1857000))",122727,다바73a57a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.777,2020,202010
122727,"POLYGON ((973000 1857500, 973000 1858000, 973500 1858000, 973500 1857500, 973000 1857500))",122728,다바73a57b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.968,2020,202010
122728,"POLYGON ((973000 1858000, 973000 1858500, 973500 1858500, 973500 1858000, 973000 1858000))",122729,다바73a58a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.85,2020,202010
122729,"POLYGON ((973000 1858500, 973000 1859000, 973500 1859000, 973500 1858500, 973000 1858500))",122730,다바73a58b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.325,2020,202010
122865,"POLYGON ((973500 1826500, 973500 1827000, 974000 1827000, 974000 1826500, 973500 1826500))",122866,다바73b26b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.64,2020,202010
122866,"POLYGON ((973500 1827000, 973500 1827500, 974000 1827500, 974000 1827000, 973500 1827000))",122867,다바73b27a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.81,2020,202010
122867,"POLYGON ((973500 1827500, 973500 1828000, 974000 1828000, 974000 1827500, 973500 1827500))",122868,다바73b27b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.597,2020,202010
122868,"POLYGON ((973500 1828000, 973500 1828500, 974000 1828500, 974000 1828000, 973500 1828000))",122869,다바73b28a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.335,2020,202010
122869,"POLYGON ((973500 1828500, 973500 1829000, 974000 1829000, 974000 1828500, 973500 1828500))",122870,다바73b28b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.777,2020,202010
122870,"POLYGON ((973500 1829000, 973500 1829500, 974000 1829500, 974000 1829000, 973500 1829000))",122871,다바73b29a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.32,2020,202010
122871,"POLYGON ((973500 1829500, 973500 1830000, 974000 1830000, 974000 1829500, 973500 1829500))",122872,다바73b29b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.361,2020,202010
122872,"POLYGON ((973500 1830000, 973500 1830500, 974000 1830500, 974000 1830000, 973500 1830000))",122873,다바73b30a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.057,2020,202010
122873,"POLYGON ((973500 1830500, 973500 1831000, 974000 1831000, 974000 1830500, 973500 1830500))",122874,다바73b30b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.677,2020,202010
122874,"POLYGON ((973500 1831000, 973500 1831500, 974000 1831500, 974000 1831000, 973500 1831000))",122875,다바73b31a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.041,2020,202010
122875,"POLYGON ((973500 1831500, 973500 1832000, 974000 1832000, 974000 1831500, 973500 1831500))",122876,다바73b31b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.565,2020,202010
122876,"POLYGON ((973500 1832000, 973500 1832500, 974000 1832500, 974000 1832000, 973500 1832000))",122877,다바73b32a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.013,2020,202010
122877,"POLYGON ((973500 1832500, 973500 1833000, 974000 1833000, 974000 1832500, 973500 1832500))",122878,다바73b32b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.354,2020,202010
122878,"POLYGON ((973500 1833000, 973500 1833500, 974000 1833500, 974000 1833000, 973500 1833000))",122879,다바73b33a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.419,2020,202010
122879,"POLYGON ((973500 1833500, 973500 1834000, 974000 1834000, 974000 1833500, 973500 1833500))",122880,다바73b33b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.419,2020,202010
122880,"POLYGON ((973500 1834000, 973500 1834500, 974000 1834500, 974000 1834000, 973500 1834000))",122881,다바73b34a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,2.743,2020,202010
122881,"POLYGON ((973500 1834500, 973500 1835000, 974000 1835000, 974000 1834500, 973500 1834500))",122882,다바73b34b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.287,2020,202010
122882,"POLYGON ((973500 1835000, 973500 1835500, 974000 1835500, 974000 1835000, 973500 1835000))",122883,다바73b35a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.269,2020,202010
122883,"POLYGON ((973500 1835500, 973500 1836000, 974000 1836000, 974000 1835500, 973500 1835500))",122884,다바73b35b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.061,2020,202010
122884,"POLYGON ((973500 1836000, 973500 1836500, 974000 1836500, 974000 1836000, 973500 1836000))",122885,다바73b36a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.553,2020,202010
122885,"POLYGON ((973500 1836500, 973500 1837000, 974000 1837000, 974000 1836500, 973500 1836500))",122886,다바73b36b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.357,2020,202010
122886,"POLYGON ((973500 1837000, 973500 1837500, 974000 1837500, 974000 1837000, 973500 1837000))",122887,다바73b37a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.551,2020,202010
122887,"POLYGON ((973500 1837500, 973500 1838000, 974000 1838000, 974000 1837500, 973500 1837500))",122888,다바73b37b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.341,2020,202010
122888,"POLYGON ((973500 1838000, 973500 1838500, 974000 1838500, 974000 1838000, 973500 1838000))",122889,다바73b38a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,3.575,2020,202010
122889,"POLYGON ((973500 1838500, 973500 1839000, 974000 1839000, 974000 1838500, 973500 1838500))",122890,다바73b38b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.325,2020,202010
122890,"POLYGON ((973500 1839000, 973500 1839500, 974000 1839500, 974000 1839000, 973500 1839000))",122891,다바73b39a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,4.661,2020,202010
122891,"POLYGON ((973500 1839500, 973500 1840000, 974000 1840000, 974000 1839500, 973500 1839500))",122892,다바73b39b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.114,2020,202010
122892,"POLYGON ((973500 1840000, 973500 1840500, 974000 1840500, 974000 1840000, 973500 1840000))",122893,다바73b40a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.762,2020,202010
122893,"POLYGON ((973500 1840500, 973500 1841000, 974000 1841000, 974000 1840500, 973500 1840500))",122894,다바73b40b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.872,2020,202010
122894,"POLYGON ((973500 1841000, 973500 1841500, 974000 1841500, 974000 1841000, 973500 1841000))",122895,다바73b41a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.475,2020,202010
122895,"POLYGON ((973500 1841500, 973500 1842000, 974000 1842000, 974000 1841500, 973500 1841500))",122896,다바73b41b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.997,2020,202010
122897,"POLYGON ((973500 1842500, 973500 1843000, 974000 1843000, 974000 1842500, 973500 1842500))",122898,다바73b42b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,9.01,2020,202010
122898,"POLYGON ((973500 1843000, 973500 1843500, 974000 1843500, 974000 1843000, 973500 1843000))",122899,다바73b43a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,9.562,2020,202010
122899,"POLYGON ((973500 1843500, 973500 1844000, 974000 1844000, 974000 1843500, 973500 1843500))",122900,다바73b43b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.385,2020,202010
122900,"POLYGON ((973500 1844000, 973500 1844500, 974000 1844500, 974000 1844000, 973500 1844000))",122901,다바73b44a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.851,2020,202010
122901,"POLYGON ((973500 1844500, 973500 1845000, 974000 1845000, 974000 1844500, 973500 1844500))",122902,다바73b44b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.513,2020,202010
122902,"POLYGON ((973500 1845000, 973500 1845500, 974000 1845500, 974000 1845000, 973500 1845000))",122903,다바73b45a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,13.604,2020,202010
122903,"POLYGON ((973500 1845500, 973500 1846000, 974000 1846000, 974000 1845500, 973500 1845500))",122904,다바73b45b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,14.015,2020,202010
122904,"POLYGON ((973500 1846000, 973500 1846500, 974000 1846500, 974000 1846000, 973500 1846000))",122905,다바73b46a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,13.899,2020,202010
122905,"POLYGON ((973500 1846500, 973500 1847000, 974000 1847000, 974000 1846500, 973500 1846500))",122906,다바73b46b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,14.722,2020,202010
122906,"POLYGON ((973500 1847000, 973500 1847500, 974000 1847500, 974000 1847000, 973500 1847000))",122907,다바73b47a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,10.897,2020,202010
122907,"POLYGON ((973500 1847500, 973500 1848000, 974000 1848000, 974000 1847500, 973500 1847500))",122908,다바73b47b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,10.045,2020,202010
122908,"POLYGON ((973500 1848000, 973500 1848500, 974000 1848500, 974000 1848000, 973500 1848000))",122909,다바73b48a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,12.396,2020,202010
122909,"POLYGON ((973500 1848500, 973500 1849000, 974000 1849000, 974000 1848500, 973500 1848500))",122910,다바73b48b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,8.373,2020,202010
122910,"POLYGON ((973500 1849000, 973500 1849500, 974000 1849500, 974000 1849000, 973500 1849000))",122911,다바73b49a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,7.935,2020,202010
122911,"POLYGON ((973500 1849500, 973500 1850000, 974000 1850000, 974000 1849500, 973500 1849500))",122912,다바73b49b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.319,2020,202010
122912,"POLYGON ((973500 1850000, 973500 1850500, 974000 1850500, 974000 1850000, 973500 1850000))",122913,다바73b50a,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,5.25,2020,202010
122913,"POLYGON ((973500 1850500, 973500 1851000, 974000 1851000, 974000 1850500, 973500 1850500))",122914,다바73b50b,세종특별자치시,Sejong-si,36110,세종특별자치시,Sejong-si,36,6.935,2020,202010
