index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,GCS
123460,플러그링크,sr파크센텀,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 331sr파크센텀(727 SR파크센텀),24시간 이용가능,거주자외 출입제한,7kW,,"('36.493942100000034', '127.25533389999997')"
123464,플러그링크,sr파크시티,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 321sr파크시티(730 SR파크시티),24시간 이용가능,거주자외 출입제한,7kW,,"('36.49298939999962', '127.25528319999981')"
123874,플러그링크,도램마을5단지모아엘가에코힐아파트,1,AC완속,세종특별자치시 ,다솜1로 ,세종특별자치시 다솜1로 220도램마을5단지모아엘가에코힐아파트(도램마을 5단지),24시간 이용가능,거주자외 출입제한,7kW,,"('36.517456700000125', '127.25297719999955')"
124728,플러그링크,조치원신동아파밀리에3차아파트,1,AC완속,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 도장말길 30(조치원 신동아파밀리에),24시간 이용가능,거주자외 출입제한,7kW,,"('36.58970009999983', '127.2967359999993')"
126523,홈앤서비스,가온마을3단지아파트,1,AC완속,세종특별자치시 ,다정북로 ,세종특별자치시 다정북로 109(916 가온마을3단지),24시간 이용가능,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.49758990000023', '127.24257199999956')"
127466,홈앤서비스,세종리치먼드시티오피스텔,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 320(리치먼드시티 세종),24시간 이용가능,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.492842', '127.25651899999961')"
127468,홈앤서비스,세종마루2오피스텔,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 316(757 세종마루2),24시간 이용가능,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.49247419999964', '127.2565271999994')"
127470,홈앤서비스,세종블루지움아파트,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 306(759 블루지움),24시간 이용가능,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.49173910000024', '127.2565894999996')"
127472,홈앤서비스,세종의아침오피스텔,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 194(775 세종의아침),24시간 이용가능,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.48249319999987', '127.26137960000007')"
127476,홈앤서비스,세진이너스빌오피스텔,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 207(713 세진이너스빌),24시간 이용가능,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.48320549999964', '127.25917829999992')"
128568,한국EV충전서비스센터,조치원종합세차장,1,AC완속,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 새내로 231조치원종합세차장(서창리 47-3),24시간 이용가능,,7kW,,"('36.61191610000013', '127.29405839999974')"
129066,한국전자금융,세종 SM타워,1,AC완속,세종특별자치시 ,정부2청사로 ,세종특별자치시 정부2청사로 10SM타워(779 에스엠타워),24시간 이용가능,,7kW,,"('36.482770800000125', '127.26139140000015')"
129068,한국전자금융,세종 도담프라자,1,AC완속,세종특별자치시 ,보듬3로 ,세종특별자치시 보듬3로 8-5도담프라자(도담동 668),24시간 이용가능,,7kW,,"('36.512851500000224', '127.25414099999965')"
129071,한국전자금융,세종 반곡타워,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 1952반곡타워(771-68 반곡타워),24시간 이용가능,,7kW,,"('36.49008880000014', '127.29832559999964')"
129073,한국전자금융,세종 센트럴테라스,1,AC완속,세종특별자치시 ,대평4길 ,세종특별자치시 대평4길 17센트럴테라스(679 센트럴테라스),24시간 이용가능,,7kW,,"('37.3896953000001', '126.63703039999996')"
129075,한국전자금융,세종 우빈가온,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 201우빈가온(715 우빈가온),24시간 이용가능,,7kW,,"('36.482490899999846', '127.25597909999941')"
129078,한국전자금융,세종 판타지타워,1,AC완속,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 2257판타지타워(699 판타지타워),24시간 이용가능,,7kW,,"('36.47261709999958', '127.2738207')"
129081,한국전자금융,세종 펠리체타워1,1,AC완속,세종특별자치시 ,대평로 ,세종특별자치시 대평로 71펠리체타워1(687 펠리체타워1),24시간 이용가능,,7kW,,"('36.47326970000011', '127.27307139999957')"
129647,에너넷,세종시 네이버타워,13,AC완속,세종특별자치시 ,호려울로 ,세종특별자치시 호려울로 9지하주차장 3층(755 네이버타워),24시간 이용가능,,7kW,,"('36.47710269999991', '127.2877025999996')"
