iter	Logloss
729	0.2134694469
730	0.2134487541
731	0.2132818417
732	0.2132653995
733	0.2131034695
734	0.2129194921
735	0.2127532025
736	0.2127120349
737	0.2126882748
738	0.2126797267
739	0.2124803037
740	0.2123424608
741	0.2121278568
742	0.2119806095
743	0.2118384848
744	0.2117012958
745	0.2116697506
746	0.2115281086
747	0.2113400673
748	0.2111574445
749	0.2110145102
750	0.2109022179
751	0.2107680652
752	0.2106556172
753	0.2105369101
754	0.2103893825
755	0.2102934234
756	0.210105896
757	0.2100996991
758	0.2099608441
759	0.209861008
760	0.2097862244
761	0.2096340413
762	0.2095990862
763	0.2095161282
764	0.2094237503
765	0.2091745182
766	0.2090924788
767	0.2089636355
768	0.208894099
769	0.2088041656
770	0.2086656687
771	0.2084982424
772	0.2083784298
773	0.2082443549
774	0.2081622065
775	0.2080116116
776	0.2078843409
777	0.2077057508
778	0.2075315826
779	0.2075255569
780	0.2075051755
781	0.2073788701
782	0.2072786292
783	0.207158801
784	0.2070050142
785	0.2068994327
786	0.2067985379
787	0.2067771912
788	0.2066835365
789	0.2065906758
790	0.2064925213
791	0.2063789679
792	0.2062245583
793	0.2060707404
794	0.2059382225
795	0.2058684369
796	0.2057395157
797	0.2056741831
798	0.2055473639
799	0.2054297
800	0.2052810669
801	0.2051848742
802	0.2050936641
803	0.2050153148
804	0.2048718822
805	0.2047382277
806	0.2046871107
807	0.2046450557
808	0.2045690575
809	0.2044668237
810	0.2043502496
811	0.2042605497
812	0.2041415779
813	0.2040428006
814	0.2039680637
815	0.2038616258
816	0.2038517232
817	0.2038279008
818	0.2036773993
819	0.203576847
820	0.2034860261
821	0.2033958746
822	0.2032909627
823	0.2032030689
824	0.2030897491
825	0.2029876086
826	0.2029527781
827	0.2028168659
828	0.2027318215
829	0.2026328885
830	0.2025057423
831	0.2024774045
832	0.202324225
833	0.2022227229
834	0.2021010418
835	0.2020750708
836	0.201912985
837	0.2018155468
838	0.2017120361
839	0.201685489
840	0.2016626163
841	0.2015450458
842	0.2013969888
843	0.2012121084
844	0.2011049543
845	0.2009436471
846	0.2008236009
847	0.2006844657
848	0.2005682498
849	0.2004137779
850	0.2003818123
851	0.2002549619
852	0.2001647638
853	0.2000739428
854	0.1999796342
855	0.1998772135
856	0.1997900982
857	0.1997106591
858	0.1996839095
859	0.1995783592
860	0.1994353625
861	0.1993094619
862	0.1993026422
863	0.1992156982
864	0.1990772169
865	0.1989478286
866	0.1988398026
867	0.1987401378
868	0.19863957
869	0.198630477
870	0.1985300804
871	0.1984230664
872	0.1982066563
873	0.1981471159
874	0.1980117642
875	0.1978946297
876	0.1978046806
877	0.1977175654
878	0.1976232723
879	0.1976083561
880	0.1975273288
881	0.1974229151
882	0.1972859752
883	0.1971617407
884	0.1970341741
885	0.1969767668
886	0.196887207
887	0.1967747435
888	0.1967493174
889	0.1966655186
890	0.1964816658
891	0.1963751657
892	0.196232605
893	0.196091975
894	0.1960102003
895	0.1958994496
896	0.1956655074
897	0.1955876253
898	0.195448023
899	0.1953789847
900	0.1952207916
901	0.1951356693
902	0.195105214
903	0.1949735992
904	0.1948748374
905	0.1947807935
906	0.1946459556
907	0.1946129001
908	0.1945226085
909	0.1945041267
910	0.1943898571
911	0.1943350967
912	0.1941967867
913	0.1941291031
914	0.1941205395
915	0.1940234437
916	0.19397815
917	0.1938672591
918	0.1937936277
919	0.1936697045
920	0.1935478366
921	0.1934435008
922	0.1933952332
923	0.1933178649
924	0.1932426297
925	0.193187013
926	0.1930425839
927	0.192952993
928	0.1929193302
929	0.1928064463
930	0.1927097243
931	0.1926083779
932	0.1924553385
933	0.1924008428
934	0.1922598391
935	0.1921431717
936	0.1920172088
937	0.1918120404
938	0.191683415
939	0.191602559
940	0.1915435947
941	0.1914940659
942	0.1913875502
943	0.1911882673
944	0.1910963097
945	0.1909348468
946	0.1908186309
947	0.1907138747
948	0.190621995
949	0.1905068378
950	0.1902818641
951	0.1900862713
952	0.1899712387
953	0.1898655171
954	0.1897728122
955	0.18967827
956	0.1896737702
957	0.1895861412
958	0.1895152189
959	0.1893895363
960	0.1893207161
961	0.1891994243
962	0.1890129712
963	0.188947592
964	0.1887050395
965	0.1886209293
966	0.1886163673
967	0.1885327398
968	0.1884330594
969	0.1884127091
970	0.1882992803
971	0.1880852524
972	0.1880115275
973	0.187995319
974	0.1879494492
975	0.1878682039
976	0.1877760128
977	0.1876661651
978	0.1875478628
979	0.1873694284
980	0.1873301915
981	0.1872575721
982	0.1871500443
983	0.1870371604
984	0.1868961568
985	0.1867763909
986	0.1866667611
987	0.1865905762
988	0.1865033831
989	0.1863229868
990	0.1861641709
991	0.186083891
992	0.1859550787
993	0.1858573446
994	0.1857969323
995	0.1857283923
996	0.1856844065
997	0.1855872797
998	0.1854602736
999	0.1854144349
