,주용도코드명,대지위치
370,창고시설,세종특별자치시  연동면 문주리 36-1번지
371,창고시설,세종특별자치시  연동면 문주리 36-4번지
372,주거지,세종특별자치시  연동면 문주리 36-4번지
373,농축산업시설,세종특별자치시  연동면 문주리 39번지
374,농축산업시설,세종특별자치시  연동면 문주리 39번지
375,주거지,세종특별자치시  연동면 문주리 79번지
376,주거지,세종특별자치시  연동면 문주리 79-1번지
377,주거지,세종특별자치시  연동면 문주리 84번지
378,주거지,세종특별자치시  연동면 문주리 85번지
379,주거지,세종특별자치시  연동면 문주리 85번지
380,주거지,세종특별자치시  연동면 명학리 44-41번지
381,편의시설,세종특별자치시  연동면 명학리 93-1번지
382,편의시설,세종특별자치시  연동면 명학리 97번지
383,주거지,세종특별자치시  연동면 명학리 98번지
384,편의시설,세종특별자치시  연동면 명학리 100번지
385,편의시설,세종특별자치시  연동면 명학리 101-6번지
386,편의시설,세종특별자치시  연동면 명학리 101-9번지
387,편의시설,세종특별자치시  연동면 명학리 102번지
388,편의시설,세종특별자치시  연동면 명학리 102번지
389,편의시설,세종특별자치시  연동면 명학리 102번지
390,주거지,세종특별자치시  연동면 명학리 44-41번지
391,편의시설,세종특별자치시  연동면 명학리 93-1번지
392,편의시설,세종특별자치시  연동면 명학리 97번지
393,주거지,세종특별자치시  연동면 명학리 98번지
394,편의시설,세종특별자치시  연동면 명학리 100번지
395,편의시설,세종특별자치시  연동면 명학리 101-6번지
396,편의시설,세종특별자치시  연동면 명학리 101-9번지
397,편의시설,세종특별자치시  연동면 명학리 102번지
398,편의시설,세종특별자치시  연동면 명학리 102번지
399,편의시설,세종특별자치시  연동면 명학리 102번지
400,주거지,세종특별자치시  연동면 응암리 18-1번지
401,창고시설,세종특별자치시  연동면 응암리 18-1번지
402,창고시설,세종특별자치시  연동면 응암리 18-1번지
403,편의시설,세종특별자치시  연동면 응암리 18-1번지
404,편의시설,세종특별자치시  연동면 응암리 29번지
405,주거지,세종특별자치시  연동면 응암리 29-1번지
406,창고시설,세종특별자치시  연동면 응암리 30번지
407,농축산업시설,세종특별자치시  연동면 응암리 30번지
408,편의시설,세종특별자치시  연동면 응암리 31번지
409,주거지,세종특별자치시  연동면 응암리 35-1번지
410,주거지,세종특별자치시  연동면 노송리 9번지
411,편의시설,세종특별자치시  연동면 노송리 14-13번지
412,주거지,세종특별자치시  연동면 노송리 21번지
413,주거지,세종특별자치시  연동면 노송리 21-1번지
414,주거지,세종특별자치시  연동면 노송리 21-2번지
415,주거지,세종특별자치시  연동면 노송리 22번지
416,주거지,세종특별자치시  연동면 노송리 22번지
417,주거지,세종특별자치시  연동면 노송리 22번지
418,주거지,세종특별자치시  연동면 노송리 23번지
419,주거지,세종특별자치시  연동면 노송리 23-3번지
420,님비시설,세종특별자치시  연동면 예양리 19번지
421,편의시설,세종특별자치시  연동면 예양리 19-5번지
422,주거지,세종특별자치시  연동면 예양리 20-4번지
423,생산시설,세종특별자치시  연동면 예양리 20-4번지
424,주거지,세종특별자치시  연동면 예양리 21번지
425,주거지,세종특별자치시  연동면 예양리 21번지
426,주거지,세종특별자치시  연동면 예양리 21번지
427,주거지,세종특별자치시  연동면 예양리 21번지
428,주거지,세종특별자치시  연동면 예양리 21-1번지
429,주거지,세종특별자치시  연동면 예양리 21-2번지
430,주거지,세종특별자치시  연동면 송용리 2-1번지
431,주거지,세종특별자치시  연동면 송용리 2-4번지
432,주거지,세종특별자치시  연동면 송용리 2-5번지
433,주거지,세종특별자치시  연동면 송용리 3번지
434,주거지,세종특별자치시  연동면 송용리 3-2번지
